"sub.id" "task.id" "Bas.run1" "Pro.run1" "Rea.run1" "Bas.run2" "Pro.run2" "Rea.run2"
"93" "182436" "Axcpt" "03-12-2018" "04-09-2018" "03-30-2018" "03-12-2018" "04-09-2018" "03-30-2018"
"94" "182436" "Cuedts" "03-12-2018" "04-09-2018" "03-30-2018" "03-12-2018" "04-09-2018" "03-30-2018"
"95" "182436" "Stern" "03-12-2018" "04-09-2018" "03-30-2018" "03-12-2018" "04-09-2018" "03-30-2018"
"96" "182436" "Stroop" "03-12-2018" "04-09-2018" "03-30-2018" "03-12-2018" "04-09-2018" "03-30-2018"
"97" "197449" "Axcpt" "06-17-2017" "06-29-2017" "06-26-2017" "06-17-2017" "06-29-2017" "06-26-2017"
"98" "197449" "Cuedts" "06-17-2017" "06-29-2017" "06-26-2017" "06-17-2017" "06-29-2017" "06-26-2017"
"99" "197449" "Stern" "06-17-2017" "06-29-2017" "06-26-2017" "06-17-2017" "06-29-2017" "06-26-2017"
"100" "197449" "Stroop" "06-17-2017" "06-29-2017" "06-26-2017" "06-17-2017" "06-29-2017" "06-26-2017"
"101" "203418" "Axcpt" "12-09-2016" "01-08-2017" "12-19-2016" "12-09-2016" "01-08-2017" "12-19-2016"
"102" "203418" "Cuedts" "12-09-2016" "01-08-2017" "12-19-2016" "12-09-2016" "01-08-2017" "12-19-2016"
"103" "203418" "Stern" "12-09-2016" "01-08-2017" "12-19-2016" "12-09-2016" "01-08-2017" "12-19-2016"
"104" "203418" "Stroop" "12-09-2016" "01-08-2017" "12-19-2016" "12-09-2016" "01-08-2017" "12-19-2016"
"105" "204319" "Axcpt" "04-22-2017" "05-19-2017" "05-30-2017" "04-22-2017" "05-19-2017" "05-30-2017"
"106" "204319" "Cuedts" "04-22-2017" "05-19-2017" "05-30-2017" "04-22-2017" "05-19-2017" "05-30-2017"
"107" "204319" "Stern" "04-22-2017" "05-19-2017" "05-30-2017" "04-22-2017" "05-19-2017" "05-30-2017"
"108" "204319" "Stroop" "04-22-2017" "05-19-2017" "05-30-2017" "04-22-2017" "05-19-2017" "05-30-2017"
"109" "205119" "Axcpt" "10-24-2021" "11-07-2021" "11-12-2021" "10-24-2021" "11-07-2021" "11-12-2021"
"110" "205119" "Cuedts" "10-24-2021" "11-07-2021" "11-12-2021" "10-24-2021" "11-07-2021" "11-12-2021"
"111" "205119" "Stern" "10-24-2021" "11-07-2021" "11-12-2021" "10-24-2021" "11-07-2021" "11-12-2021"
"112" "205119" "Stroop" "10-24-2021" "11-07-2021" "11-12-2021" "10-24-2021" "11-07-2021" "11-12-2021"
"113" "233326" "Axcpt" "02-13-2017" "02-24-2017" "04-06-2017" "02-13-2017" "02-24-2017" NA
"114" "233326" "Cuedts" "02-13-2017" "02-24-2017" "04-06-2017" "02-13-2017" "02-24-2017" "04-06-2017"
"115" "233326" "Stern" "02-13-2017" "02-24-2017" "04-06-2017" "02-13-2017" "02-24-2017" "04-06-2017"
"116" "233326" "Stroop" "02-13-2017" "02-24-2017" "04-06-2017" "02-13-2017" "02-24-2017" "04-06-2017"
"117" "250427" "Axcpt" "09-24-2017" "11-19-2017" "11-13-2017" "09-24-2017" "11-19-2017" "11-13-2017"
"118" "250427" "Cuedts" "09-24-2017" "11-19-2017" "11-13-2017" "09-24-2017" "11-19-2017" "11-13-2017"
"119" "250427" "Stern" "09-24-2017" "11-19-2017" "11-13-2017" "09-24-2017" "11-19-2017" "11-13-2017"
"120" "250427" "Stroop" "09-24-2017" "11-19-2017" "11-13-2017" "09-24-2017" "11-19-2017" "11-13-2017"
"121" "300618" "Axcpt" "02-12-2018" "02-23-2018" "02-17-2018" "02-12-2018" "02-23-2018" "02-17-2018"
"122" "300618" "Cuedts" "02-12-2018" "02-23-2018" "02-17-2018" "02-12-2018" "02-23-2018" "02-17-2018"
"123" "300618" "Stern" "02-12-2018" "02-23-2018" "02-17-2018" "02-12-2018" "02-23-2018" "02-17-2018"
"124" "300618" "Stroop" "02-12-2018" "02-23-2018" "02-17-2018" "02-12-2018" "02-23-2018" "02-17-2018"
"125" "317332" "Axcpt" "04-22-2017" "05-08-2017" "06-17-2017" "04-22-2017" "05-08-2017" "06-17-2017"
"126" "317332" "Cuedts" "04-22-2017" "05-08-2017" "06-17-2017" "04-22-2017" "05-08-2017" "06-17-2017"
"127" "317332" "Stern" "04-22-2017" "05-08-2017" "06-17-2017" "04-22-2017" "05-08-2017" "06-17-2017"
"128" "317332" "Stroop" "04-22-2017" "05-08-2017" "06-17-2017" "04-22-2017" "05-08-2017" "06-17-2017"
"129" "346945" "Axcpt" "03-23-2017" "04-03-2017" "04-20-2017" "03-23-2017" "04-03-2017" "04-20-2017"
"130" "346945" "Cuedts" "03-23-2017" "04-03-2017" "04-20-2017" "03-23-2017" "04-03-2017" "04-20-2017"
"131" "346945" "Stern" "03-23-2017" "04-03-2017" "04-20-2017" "03-23-2017" "04-03-2017" "04-20-2017"
"132" "346945" "Stroop" "03-23-2017" "04-03-2017" "04-20-2017" "03-23-2017" "04-03-2017" "04-20-2017"
"133" "352738" "Axcpt" NA "04-14-2017" "06-14-2017" NA "04-14-2017" "06-14-2017"
"134" "352738" "Cuedts" "03-24-2017" "04-14-2017" "06-14-2017" "03-24-2017" "04-14-2017" "06-14-2017"
"135" "352738" "Stern" "03-24-2017" "04-14-2017" "06-14-2017" "03-24-2017" "04-14-2017" "06-14-2017"
"136" "352738" "Stroop" "03-24-2017" "04-14-2017" "06-14-2017" "03-24-2017" "04-14-2017" "06-14-2017"
"137" "393550" "Axcpt" "11-11-2016" "11-19-2016" "12-29-2016" "11-11-2016" "11-19-2016" "12-29-2016"
"138" "393550" "Cuedts" "11-11-2016" "11-19-2016" "12-29-2016" "11-11-2016" "11-19-2016" "12-29-2016"
"139" "393550" "Stern" "11-11-2016" "11-19-2016" "12-29-2016" "11-11-2016" "11-19-2016" "12-29-2016"
"140" "393550" "Stroop" "11-11-2016" "11-19-2016" "12-29-2016" "11-11-2016" "11-19-2016" "12-29-2016"
"141" "432332" "Axcpt" "06-23-2019" "06-30-2019" "07-07-2019" "06-23-2019" "06-30-2019" "07-07-2019"
"142" "432332" "Cuedts" "06-23-2019" "06-30-2019" "07-07-2019" "06-23-2019" "06-30-2019" "07-07-2019"
"143" "432332" "Stern" "06-23-2019" "06-30-2019" "07-07-2019" "06-23-2019" "06-30-2019" "07-07-2019"
"144" "432332" "Stroop" "06-23-2019" "06-30-2019" "07-07-2019" "06-23-2019" "06-30-2019" "07-07-2019"
"145" "448347" "Axcpt" "08-18-2018" "08-25-2018" "09-01-2018" "08-18-2018" "08-25-2018" "09-01-2018"
"146" "448347" "Cuedts" "08-18-2018" "08-25-2018" "09-01-2018" "08-18-2018" "08-25-2018" "09-01-2018"
"147" "448347" "Stern" "08-18-2018" "08-25-2018" "09-01-2018" "08-18-2018" "08-25-2018" "09-01-2018"
"148" "448347" "Stroop" "08-18-2018" "08-25-2018" "09-01-2018" "08-18-2018" "08-25-2018" "09-01-2018"
"149" "562345" "Axcpt" "07-15-2017" "08-05-2017" "07-30-2017" "07-15-2017" "08-05-2017" "07-30-2017"
"150" "562345" "Cuedts" "07-15-2017" "08-05-2017" "07-30-2017" "07-15-2017" "08-05-2017" "07-30-2017"
"151" "562345" "Stern" "07-15-2017" "08-05-2017" "07-30-2017" "07-15-2017" "08-05-2017" "07-30-2017"
"152" "562345" "Stroop" "07-15-2017" "08-05-2017" "07-30-2017" "07-15-2017" "08-05-2017" "07-30-2017"
"153" "580650" "Axcpt" "02-09-2018" "03-10-2018" "02-11-2018" "02-09-2018" "03-10-2018" "02-11-2018"
"154" "580650" "Cuedts" "02-09-2018" "03-10-2018" "02-11-2018" "02-09-2018" "03-10-2018" "02-11-2018"
"155" "580650" "Stern" "02-09-2018" "03-10-2018" "02-11-2018" "02-09-2018" "03-10-2018" "02-11-2018"
"156" "580650" "Stroop" "02-09-2018" "03-10-2018" "02-11-2018" "02-09-2018" "03-10-2018" "02-11-2018"
"157" "594156" "Axcpt" "03-31-2017" "04-10-2017" "05-03-2017" "03-31-2017" "04-10-2017" "05-03-2017"
"158" "594156" "Cuedts" "03-31-2017" "04-10-2017" "05-03-2017" "03-31-2017" "04-10-2017" "05-03-2017"
"159" "594156" "Stern" "03-31-2017" "04-10-2017" "05-03-2017" "03-31-2017" "04-10-2017" "05-03-2017"
"160" "594156" "Stroop" "03-31-2017" "04-10-2017" "05-03-2017" "03-31-2017" "04-10-2017" "05-03-2017"
"161" "601127" "Axcpt" "01-26-2017" "02-03-2017" "01-30-2017" "01-26-2017" "02-03-2017" "01-30-2017"
"162" "601127" "Cuedts" "01-26-2017" "02-03-2017" "01-30-2017" "01-26-2017" "02-03-2017" "01-30-2017"
"163" "601127" "Stern" "01-26-2017" "02-03-2017" "01-30-2017" "01-26-2017" "02-03-2017" "01-30-2017"
"164" "601127" "Stroop" "01-26-2017" "02-03-2017" "01-30-2017" "01-26-2017" "02-03-2017" "01-30-2017"
"165" "604537" "Axcpt" "08-10-2021" "08-25-2021" "08-23-2021" "08-10-2021" "08-25-2021" "08-23-2021"
"166" "604537" "Cuedts" "08-10-2021" "08-25-2021" "08-23-2021" "08-10-2021" "08-25-2021" "08-23-2021"
"167" "604537" "Stern" "08-10-2021" "08-25-2021" "08-23-2021" "08-10-2021" "08-25-2021" "08-23-2021"
"168" "604537" "Stroop" "08-10-2021" "08-25-2021" "08-23-2021" "08-10-2021" "08-25-2021" "08-23-2021"
"169" "657659" "Axcpt" "07-26-2021" "08-22-2021" "08-06-2021" "07-26-2021" "08-22-2021" "08-06-2021"
"170" "657659" "Cuedts" "07-26-2021" "08-22-2021" "08-06-2021" "07-26-2021" "08-22-2021" "08-06-2021"
"171" "657659" "Stern" "07-26-2021" "08-22-2021" "08-06-2021" "07-26-2021" "08-22-2021" "08-06-2021"
"172" "657659" "Stroop" "07-26-2021" "08-22-2021" "08-06-2021" "07-26-2021" "08-22-2021" "08-06-2021"
"173" "672756" "Axcpt" "03-09-2019" "04-06-2019" "03-11-2019" "03-09-2019" "04-06-2019" "03-11-2019"
"174" "672756" "Cuedts" "03-09-2019" "04-06-2019" "03-11-2019" "03-09-2019" "04-06-2019" "03-11-2019"
"175" "672756" "Stern" "03-09-2019" "04-06-2019" "03-11-2019" "03-09-2019" "04-06-2019" "03-11-2019"
"176" "672756" "Stroop" "03-09-2019" "04-06-2019" "03-11-2019" "03-09-2019" "04-06-2019" "03-11-2019"
"177" "729254" "Axcpt" NA "02-21-2019" "03-01-2019" NA "02-21-2019" "03-01-2019"
"178" "729254" "Cuedts" "02-17-2019" "02-21-2019" "03-01-2019" "02-17-2019" "02-21-2019" "03-01-2019"
"179" "729254" "Stern" "02-17-2019" "02-21-2019" "03-01-2019" "02-17-2019" "02-21-2019" "03-01-2019"
"180" "729254" "Stroop" "02-17-2019" "02-21-2019" "03-01-2019" "02-17-2019" "02-21-2019" "03-01-2019"
"181" "765864" "Axcpt" "02-25-2017" "03-25-2017" "03-13-2017" "02-25-2017" "03-25-2017" "03-13-2017"
"182" "765864" "Cuedts" "02-25-2017" "03-25-2017" "03-13-2017" "02-25-2017" "03-25-2017" "03-13-2017"
"183" "765864" "Stern" "02-25-2017" "03-25-2017" "03-13-2017" "02-25-2017" "03-25-2017" "03-13-2017"
"184" "765864" "Stroop" "02-25-2017" "03-25-2017" "03-13-2017" "02-25-2017" "03-25-2017" "03-13-2017"
"185" "814649" "Axcpt" "12-31-2016" "01-14-2017" "01-28-2017" "12-31-2016" "01-14-2017" "01-28-2017"
"186" "814649" "Cuedts" "12-31-2016" "01-14-2017" "01-28-2017" "12-31-2016" "01-14-2017" "01-28-2017"
"187" "814649" "Stern" "12-31-2016" "01-14-2017" "01-28-2017" "12-31-2016" "01-14-2017" "01-28-2017"
"188" "814649" "Stroop" "12-31-2016" "01-14-2017" "01-28-2017" "12-31-2016" "01-14-2017" "01-28-2017"
"189" "818455" "Axcpt" "07-24-2021" "08-01-2021" "07-25-2021" "07-24-2021" "08-01-2021" "07-25-2021"
"190" "818455" "Cuedts" "07-24-2021" "08-01-2021" "07-25-2021" "07-24-2021" "08-01-2021" "07-25-2021"
"191" "818455" "Stern" "07-24-2021" "08-01-2021" "07-25-2021" "07-24-2021" "08-01-2021" "07-25-2021"
"192" "818455" "Stroop" "07-24-2021" "08-01-2021" "07-25-2021" "07-24-2021" "08-01-2021" "07-25-2021"
"193" "843151" "Axcpt" NA "06-09-2017" "05-29-2017" NA "06-09-2017" "05-29-2017"
"194" "843151" "Cuedts" "05-26-2017" "06-09-2017" "05-29-2017" "05-26-2017" "06-09-2017" "05-29-2017"
"195" "843151" "Stern" "05-26-2017" "06-09-2017" "05-29-2017" "05-26-2017" "06-09-2017" "05-29-2017"
"196" "843151" "Stroop" "05-26-2017" "06-09-2017" "05-29-2017" "05-26-2017" "06-09-2017" "05-29-2017"
"197" "849971" "Axcpt" "03-08-2018" "03-22-2018" "03-16-2018" "03-08-2018" "03-22-2018" "03-16-2018"
"198" "849971" "Cuedts" "03-08-2018" "03-22-2018" "03-16-2018" "03-08-2018" "03-22-2018" "03-16-2018"
"199" "849971" "Stern" "03-08-2018" "03-22-2018" "03-16-2018" "03-08-2018" "03-22-2018" "03-16-2018"
"200" "849971" "Stroop" "03-08-2018" "03-22-2018" "03-16-2018" "03-08-2018" "03-22-2018" "03-16-2018"
"201" "873968" "Axcpt" "09-22-2018" "10-21-2018" "10-14-2018" NA "10-21-2018" "10-14-2018"
"202" "873968" "Cuedts" "09-22-2018" "10-21-2018" "10-14-2018" "09-22-2018" "10-21-2018" "10-14-2018"
"203" "873968" "Stern" "09-22-2018" "10-21-2018" "10-14-2018" "09-22-2018" "10-21-2018" "10-14-2018"
"204" "873968" "Stroop" "09-22-2018" "10-21-2018" "10-14-2018" "09-22-2018" "10-21-2018" "10-14-2018"
"205" "877168" "Axcpt" "12-01-2017" "01-05-2018" "12-14-2017" "12-01-2017" "01-05-2018" "12-14-2017"
"206" "877168" "Cuedts" "12-01-2017" "01-05-2018" "12-14-2017" "12-01-2017" "01-05-2018" "12-14-2017"
"207" "877168" "Stern" "12-01-2017" "01-05-2018" "12-14-2017" "12-01-2017" "01-05-2018" "12-14-2017"
"208" "877168" "Stroop" "12-01-2017" "01-05-2018" "12-14-2017" "12-01-2017" "01-05-2018" "12-14-2017"
"209" "882161" "Axcpt" "06-30-2019" "09-07-2019" "08-18-2019" "06-30-2019" "09-07-2019" "08-18-2019"
"210" "882161" "Cuedts" "06-30-2019" "09-07-2019" "08-18-2019" "06-30-2019" "09-07-2019" "08-18-2019"
"211" "882161" "Stern" "06-30-2019" "09-07-2019" "08-18-2019" NA "09-07-2019" "08-18-2019"
"212" "882161" "Stroop" "06-30-2019" "09-07-2019" "08-18-2019" "06-30-2019" "09-07-2019" "08-18-2019"
"213" "DMCC0248945" "Axcpt" "05-22-2022" "06-08-2022" "05-30-2022" "05-22-2022" "06-08-2022" "05-30-2022"
"214" "DMCC0248945" "Cuedts" "05-22-2022" "06-08-2022" "05-30-2022" "05-22-2022" "06-08-2022" "05-30-2022"
"215" "DMCC0248945" "Stern" "05-22-2022" "06-08-2022" "05-30-2022" "05-22-2022" "06-08-2022" "05-30-2022"
"216" "DMCC0248945" "Stroop" "05-22-2022" "06-08-2022" "05-30-2022" "05-22-2022" "06-08-2022" "05-30-2022"
"217" "DMCC0337540" "Axcpt" "11-15-2021" "12-13-2021" "11-21-2021" "11-15-2021" "12-13-2021" "11-21-2021"
"218" "DMCC0337540" "Cuedts" "11-15-2021" "12-13-2021" "11-21-2021" "11-15-2021" "12-13-2021" "11-21-2021"
"219" "DMCC0337540" "Stern" "11-15-2021" "12-13-2021" "11-21-2021" "11-15-2021" "12-13-2021" "11-21-2021"
"220" "DMCC0337540" "Stroop" "11-15-2021" "12-13-2021" "11-21-2021" "11-15-2021" "12-13-2021" "11-21-2021"
"221" "DMCC0358144" "Axcpt" "05-14-2022" "06-04-2022" "06-11-2022" "05-14-2022" "06-04-2022" "06-11-2022"
"222" "DMCC0358144" "Cuedts" "05-14-2022" "06-04-2022" "06-11-2022" "05-14-2022" "06-04-2022" "06-11-2022"
"223" "DMCC0358144" "Stern" "05-14-2022" "06-04-2022" "06-11-2022" "05-14-2022" "06-04-2022" "06-11-2022"
"224" "DMCC0358144" "Stroop" "05-14-2022" "06-04-2022" "06-11-2022" "05-14-2022" "06-04-2022" "06-11-2022"
