"session","task","run","subj","name","trial.type","load","numtrials","probe","iti","acc","rt","resp","cresp","time.cue.onset.abs","time.target.onset.abs","time.rt.abs","time.scan.start","trial.num","time.cue.onset","time.target.onset","time.rt","time.block1.on","time.block2.on","time.block3.on","time.block1.off","time.block2.off","time.block3.off"
"bas","ste",1,"197449","bas_ste_run1_197449","NN",5,2,"gift",4000,0,0,NA,1,675692,684505,0,97669,38,578.023,586.836,-97.669,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NP",6,1,"food",2800,1,1067,2,2,690105,698905,699972,97669,39,592.436,601.236,602.303,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","RN",8,1,"ground",2800,1,868,1,1,703305,712092,712960,97669,40,605.636,614.423,615.291,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NP",5,3,"marker",1600,0,0,NA,2,716492,725305,0,97669,41,618.823,627.636,-97.669,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NN",8,2,"signal",4000,1,931,1,1,728505,737305,738236,97669,42,630.836,639.636,640.567,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NP",5,3,"curve",1600,0,1300,1,2,742905,751692,752992,97669,43,645.236,654.023,655.323,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NN",7,2,"pledge",2800,0,0,NA,1,754892,763705,0,97669,44,657.223,666.036,-97.669,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",1,"197449","bas_ste_run1_197449","NN",7,2,"berry",4000,0,0,NA,1,768105,776905,0,97669,45,670.436,679.236,-97.669,28.436,256.423,484.436,228.049,456.036,684.05
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"north",2800,1,1121,2,2,76016,84816,85937,45186,1,30.83,39.63,40.751,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"ransom",4000,1,935,2,2,89216,98002,98937,45186,2,44.03,52.816,53.751,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"chin",4000,1,808,1,1,103602,112416,113224,45186,3,58.416,67.23,68.038,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",6,1,"whale",4000,1,1233,1,1,118016,126816,128049,45186,4,72.83,81.63,82.863,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",8,2,"cotton",1600,0,0,NA,1,132416,141202,0,45186,5,87.23,96.016,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"wheel",1600,0,1349,1,2,144402,153216,154565,45186,6,99.216,108.03,109.379,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","RN",5,1,"cabin",1600,1,1101,1,1,156416,165216,166317,45186,7,111.23,120.03,121.131,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"hatch",4000,1,1376,1,1,168416,177216,178592,45186,8,123.23,132.03,133.406,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",7,1,"flame",2800,1,1148,1,1,182802,191602,192750,45186,9,137.616,146.416,147.564,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",6,1,"dollar",1600,0,1365,1,2,196016,204816,206181,45186,10,150.83,159.63,160.995,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,2,"exam",2800,0,0,NA,2,208016,216816,0,45186,11,162.83,171.63,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",8,2,"lesson",2800,0,0,NA,1,221202,230002,0,45186,12,176.016,184.816,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",7,1,"teeth",4000,0,1630,1,2,234416,243216,244846,45186,13,189.23,198.03,199.66,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,2,"kids",2800,0,0,NA,2,248816,257616,0,45186,14,203.63,212.43,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","RN",7,1,"jars",1600,1,658,1,1,262002,270802,271460,45186,15,216.816,225.616,226.274,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"harp",4000,0,1041,1,2,304002,312802,313843,45186,16,258.816,267.616,268.657,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",8,2,"sled",1600,1,1705,1,1,318416,327216,328921,45186,17,273.23,282.03,283.735,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","RN",8,1,"house",2800,0,0,NA,1,330416,339216,0,45186,18,285.23,294.03,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"store",2800,0,1395,1,2,343602,352402,353797,45186,19,298.416,307.216,308.611,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","RN",5,1,"soil",4000,1,872,1,1,356816,365616,366488,45186,20,311.63,320.43,321.302,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",6,1,"zebra",1600,0,0,NA,1,371216,380016,0,45186,21,326.03,334.83,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,2,"action",1600,0,961,1,2,383202,392002,392963,45186,22,338.016,346.816,347.777,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",7,1,"poison",1600,1,1303,1,1,395202,404016,405319,45186,23,350.016,358.83,360.133,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"heaven",2800,0,0,NA,1,407216,416016,0,45186,24,362.03,370.83,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,2,"text",4000,0,0,NA,2,420416,429202,0,45186,25,375.23,384.016,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"others",1600,0,0,NA,2,434802,443616,0,45186,26,389.616,398.43,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",7,2,"crime",2800,0,1914,1,2,446816,455616,457530,45186,27,401.63,410.43,412.344,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"barber",4000,0,0,NA,1,460016,468802,0,45186,28,414.83,423.616,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",8,2,"steel",4000,0,0,NA,1,474402,483216,0,45186,29,429.216,438.03,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",7,2,"cherry",2800,0,752,1,2,488816,497616,498368,45186,30,443.63,452.43,453.182,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",7,2,"book",4000,0,0,NA,1,532016,540816,0,45186,31,486.83,495.63,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",7,1,"photo",2800,0,1402,1,2,546402,555202,556604,45186,32,501.216,510.016,511.418,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",6,1,"profit",4000,0,993,1,2,559616,568416,569409,45186,33,514.43,523.23,524.223,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",7,2,"word",1600,1,1509,1,1,574016,582816,584325,45186,34,528.83,537.63,539.139,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,3,"paper",2800,1,1137,2,2,586002,594802,595939,45186,35,540.816,549.616,550.753,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,3,"pony",1600,0,0,NA,2,599216,608016,0,45186,36,554.03,562.83,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"fluid",4000,0,1497,1,2,611216,620016,621513,45186,37,566.03,574.83,576.327,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",8,1,"church",4000,0,0,NA,1,625602,634402,0,45186,38,580.416,589.216,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"story",1600,0,0,NA,1,640016,648816,0,45186,39,594.83,603.63,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"yard",2800,0,0,NA,2,652016,660816,0,45186,40,606.83,615.63,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","RN",5,1,"owner",1600,0,0,NA,1,665202,674002,0,45186,41,620.016,628.816,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",5,3,"honey",2800,0,0,NA,2,677202,686016,0,45186,42,632.016,640.83,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",6,1,"cows",2800,0,0,NA,1,690416,699216,0,45186,43,645.23,654.03,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NP",8,3,"pilot",4000,0,1415,1,2,703616,712402,713817,45186,44,658.43,667.216,668.631,28.43,256.416,484.43,228.03,456.043,684.043
"bas","ste",2,"197449","bas_ste_run2_197449","NN",5,2,"train",1600,0,0,NA,1,718002,726816,0,45186,45,672.816,681.63,-45.186,28.43,256.416,484.43,228.03,456.043,684.043
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"vision",4000,0,0,NA,1,125763,134563,0,94920,1,30.843,39.643,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"park",2800,0,0,NA,2,140180,148980,0,94920,2,45.26,54.06,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",4,1,"idea",2800,1,1292,1,1,153363,162163,163455,94920,3,58.443,67.243,68.535,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"boiler",4000,1,844,2,2,166579,175379,176223,94920,4,71.659,80.459,81.303,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",3,2,"ranch",2800,1,1038,2,2,180963,189763,190801,94920,5,86.043,94.843,95.881,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"deed",1600,1,1491,1,1,194179,202979,204470,94920,6,99.259,108.059,109.55,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"access",2800,1,864,1,1,206163,214963,215827,94920,7,111.243,120.043,120.907,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",4,1,"ways",2800,1,1502,2,2,219379,228179,229681,94920,8,124.459,133.259,134.761,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","RN",5,1,"keeper",1600,0,1066,2,1,232563,241363,242429,94920,9,137.643,146.443,147.509,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"item",1600,1,901,1,1,244579,253379,254280,94920,10,149.659,158.459,159.36,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",3,1,"hope",1600,1,1268,1,1,256579,265379,266647,94920,11,161.659,170.459,171.727,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"parent",4000,0,1376,1,2,268563,277363,278739,94920,12,173.643,182.443,183.819,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,2,"dryer",4000,1,952,2,2,282979,291779,292731,94920,13,188.059,196.859,197.811,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,2,"suit",1600,1,894,2,2,297363,306163,307057,94920,14,202.443,211.243,212.137,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",3,2,"nail",4000,0,1968,1,2,309379,318179,320147,94920,15,214.459,223.259,225.227,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"menu",4000,1,1333,2,2,353779,362579,363912,94920,16,258.859,267.659,268.992,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"rage",2800,1,1127,1,1,368163,376963,378090,94920,17,273.243,282.043,283.17,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"laser",4000,1,912,1,1,381379,390179,391091,94920,18,286.459,295.259,296.171,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,3,"wool",1600,0,1323,1,2,395779,404579,405902,94920,19,300.859,309.659,310.982,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"color",4000,0,1276,1,2,407779,416579,417855,94920,20,312.859,321.659,322.935,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",3,2,"saint",2800,1,944,2,2,422179,430979,431923,94920,21,327.259,336.059,337.003,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",4,1,"critic",1600,0,1425,2,1,435379,444179,445604,94920,22,340.459,349.259,350.684,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"roses",1600,0,0,NA,1,447363,456163,0,94920,23,352.443,361.243,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",3,1,"rumor",4000,0,1118,2,1,459379,468179,469297,94920,24,364.459,373.259,374.377,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",3,2,"heel",2800,0,0,NA,2,473763,482563,0,94920,25,378.843,387.643,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","RN",5,1,"shell",2800,0,1273,2,1,486979,495779,497052,94920,26,392.059,400.859,402.132,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"review",2800,0,1193,1,2,500163,508963,510156,94920,27,405.243,414.043,415.236,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"rash",4000,0,0,NA,1,513379,522179,0,94920,28,418.459,427.259,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,3,"chip",1600,0,0,NA,2,527762,536562,0,94920,29,432.842,441.642,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,3,"parade",1600,0,1512,1,2,539779,548579,550091,94920,30,444.859,453.659,455.171,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",4,1,"verse",2800,0,0,NA,2,581762,590562,0,94920,31,486.842,495.642,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",3,2,"torch",4000,1,997,1,1,594979,603779,604776,94920,32,500.059,508.859,509.856,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"deal",4000,1,1786,1,1,609379,618179,619965,94920,33,514.459,523.259,525.045,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"clay",1600,0,908,1,2,623762,632562,633470,94920,34,528.842,537.642,538.55,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"forest",2800,0,0,NA,2,635779,644579,0,94920,35,540.859,549.659,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",3,1,"charge",2800,0,0,NA,2,648979,657779,0,94920,36,554.059,562.859,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"moose",4000,1,1176,1,1,662179,670979,672155,94920,37,567.259,576.059,577.235,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","RN",5,1,"chest",4000,0,0,NA,1,676562,685362,0,94920,38,581.642,590.442,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,2,"paste",1600,0,0,NA,2,690979,699779,0,94920,39,596.059,604.859,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",3,2,"donor",1600,0,0,NA,1,702962,711762,0,94920,40,608.042,616.842,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",5,3,"advice",2800,0,0,NA,2,714962,723762,0,94920,41,620.042,628.842,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",2,2,"work",4000,1,1550,1,1,728179,736979,738529,94920,42,633.259,642.059,643.609,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","RN",2,1,"bags",1600,0,0,NA,1,742579,751379,0,94920,43,647.659,656.459,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NN",5,2,"group",2800,0,0,NA,1,754579,763379,0,94920,44,659.659,668.459,-94.92,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",1,"197449","pro_ste_run1_197449","NP",2,2,"guys",1600,0,1001,1,2,767762,776562,777563,94920,45,672.842,681.642,682.643,28.46,256.459,484.442,228.059,456.076,684.076
"pro","ste",2,"197449","pro_ste_run2_197449","NN",4,1,"campus",4000,1,1277,1,1,112813,121613,122890,81972,1,30.841,39.641,40.918,28.441,256.424,484.44,228.024,456.04,684.04
"pro","ste",2,"197449","pro_ste_run2_197449","NP",5,3,"snap",1600,1,971,2,2,127213,136013,136984,81972,2,45.241,54.041,55.012,28.441,256.424,484.44,228.024,456.04,684.04
"pro","ste",2,"197449","pro_ste_run2_197449","NP",4,1,"belief",1600,0,1141,1,2,139213,148013,149154,81972,3,57.241,66.041,67.182,28.441,256.424,484.44,228.024,456.04,684.04
"pro","ste",2,"197449","pro_ste_run2_197449","NP",3,1,"drip",4000,1,850,2,2,151196,159996,160846,81972,4,69.224,78.024,78.874,28.441,256.424,484.44,228.024,456.04,684.04
"pro","ste",2,"197449","pro_ste_run2_197449","NP",2,2,"bottle",2800,1,1037,2,2,165613,174413,175450,81972,5,83.641,92.441,93.478,28.441,256.424,484.44,228.024,456.04,684.04
