task,subj,wave,session,trialtype,cresp,resp,acc,rt,trialnum,hilo,hilo_all
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,506,34,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,474,35,,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,36,,
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,37,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,681,38,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,530,39,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,507,40,lo,lo
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,41,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,697,42,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,536,43,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,488,44,,lo
Axcpt,DMCC8033964,wave2,baseline,AY,1,2,0,766,45,,hi
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,46,,
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,580,47,,hi
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,516,48,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,527,49,,lo
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,607,50,,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,515,51,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,707,52,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,436,53,,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,54,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,465,55,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,590,56,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,582,57,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,678,58,,hi
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,513,59,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,699,60,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,777,61,hi,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,609,62,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,456,63,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,547,64,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,579,65,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,551,66,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,555,67,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,645,68,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,629,69,hi,hi
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,70,,
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,71,,
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,72,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,437,73,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,491,74,,lo
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,566,75,,hi
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,534,76,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,586,77,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,563,78,hi,hi
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,568,79,,hi
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,80,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,547,81,,lo
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,82,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,599,83,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,598,84,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,588,85,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,644,86,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,461,87,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,489,88,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,476,89,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,391,90,hi,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,582,91,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,453,92,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,606,93,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,426,94,,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,95,,
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,96,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,435,97,,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,644,98,hi,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,663,99,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,440,100,,lo
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,101,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,485,102,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,544,103,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,481,104,,lo
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,670,105,,hi
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,576,106,,hi
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,107,,
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,768,108,hi,hi
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,604,109,,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,110,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,651,111,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,479,112,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,632,113,lo,lo
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,114,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,626,115,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,849,116,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,568,117,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,322,118,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,365,119,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,369,120,lo,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,121,,
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,488,122,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,494,123,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,365,124,,lo
Axcpt,DMCC8033964,wave2,baseline,Ang,,,1,0,125,,
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,559,126,hi,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,461,127,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,390,128,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,378,129,,lo
Axcpt,DMCC8033964,wave2,baseline,BX,1,1,1,480,130,hi,hi
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,131,,
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,517,132,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,533,133,lo,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,575,134,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,448,135,,lo
Axcpt,DMCC8033964,wave2,baseline,Bng,,,1,0,136,,
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,767,137,,hi
Axcpt,DMCC8033964,wave2,baseline,AY,1,1,1,612,138,,hi
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,562,139,lo,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,490,140,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,469,141,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,472,142,,lo
Axcpt,DMCC8033964,wave2,baseline,AX,2,2,1,372,143,,lo
Axcpt,DMCC8033964,wave2,baseline,BY,1,1,1,523,144,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,395,1,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,294,2,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,194,3,,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,440,4,,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,245,5,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,227,6,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,285,7,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,1,0,368,8,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,290,9,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,260,10,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,294,11,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,463,12,,hi
Axcpt,DMCC8033964,wave2,proactive,Bng,,1,0,246,13,,
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,316,14,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,1,0,310,15,,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,293,16,hi,hi
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,340,17,hi,hi
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,313,18,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,316,19,,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,20,,
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,287,21,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,315,22,,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,1,0,290,23,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,311,24,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,300,25,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,448,26,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,318,27,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,346,28,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,2,0,244,29,,hi
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,30,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,315,31,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,322,32,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,254,33,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,303,34,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,35,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,340,36,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,37,,
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,340,38,hi,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,324,39,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,319,40,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,356,41,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,304,42,,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,43,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,387,44,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,343,45,,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,324,46,hi,hi
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,435,47,,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,248,48,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,264,49,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,319,50,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,324,51,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,52,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,330,53,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,336,54,hi,hi
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,55,,
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,466,56,,hi
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,323,57,hi,hi
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,58,,
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,414,59,,hi
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,60,,
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,317,61,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,390,62,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,342,63,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,250,64,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,266,65,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,281,66,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,330,67,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,196,68,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,269,69,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,301,70,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,312,71,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,394,72,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,373,73,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,265,74,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,278,75,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,336,76,,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,1,0,360,77,,
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,78,,
Axcpt,DMCC8033964,wave2,proactive,AY,1,2,0,353,79,,hi
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,80,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,401,81,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,82,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,421,83,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,344,84,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,360,85,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,450,86,,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,723,87,,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,267,88,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,283,89,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,316,90,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,329,91,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,338,92,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,290,93,hi,hi
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,386,94,hi,hi
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,323,95,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,309,96,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,340,97,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,1,0,425,98,,
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,306,99,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,505,100,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,272,101,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,314,102,hi,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,286,103,,lo
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,303,104,hi,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,292,105,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,308,106,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,291,107,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,1,0,380,108,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,380,109,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,332,110,,lo
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,111,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,356,112,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,427,113,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,462,114,,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,278,115,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,337,116,lo,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,117,,
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,310,118,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,284,119,,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,369,120,,hi
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,376,121,,hi
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,353,122,hi,hi
Axcpt,DMCC8033964,wave2,proactive,BX,1,1,1,329,123,hi,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,299,124,,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,125,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,438,126,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,270,127,,lo
Axcpt,DMCC8033964,wave2,proactive,Ang,,,1,0,128,,
Axcpt,DMCC8033964,wave2,proactive,Bng,,,1,0,129,,
Axcpt,DMCC8033964,wave2,proactive,Bng,,1,0,318,130,,
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,355,131,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AY,1,1,1,540,132,,hi
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,274,133,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,307,134,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,336,135,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,345,136,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,384,137,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,337,138,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,324,139,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,324,140,,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,276,141,,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,330,142,lo,lo
Axcpt,DMCC8033964,wave2,proactive,BY,1,1,1,336,143,lo,lo
Axcpt,DMCC8033964,wave2,proactive,AX,2,2,1,294,144,,lo
Axcpt,DMCC8033964,wave2,reactive,Bng,,,1,0,1,,
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,610,2,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AY,1,1,1,538,3,,hi
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,365,4,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,270,5,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,227,6,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,215,7,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,291,8,,lo
Axcpt,DMCC8033964,wave2,reactive,Ang,,,1,0,9,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,134,10,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,354,11,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,219,12,,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,323,13,hi,hi
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,524,14,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,255,15,lo,lo
Axcpt,DMCC8033964,wave2,reactive,Bng,,1,0,233,16,,
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,486,17,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,334,18,hi,hi
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,242,19,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,229,20,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,258,21,lo,lo
Axcpt,DMCC8033964,wave2,reactive,Ang,,,1,0,22,,
Axcpt,DMCC8033964,wave2,reactive,AY,1,2,0,385,23,,hi
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,421,24,lo,lo
Axcpt,DMCC8033964,wave2,reactive,Bng,,1,0,362,25,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,327,26,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,352,27,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,351,28,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,330,29,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,446,30,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,268,31,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,269,32,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,329,33,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,275,34,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,304,35,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,347,36,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,487,37,hi,hi
Axcpt,DMCC8033964,wave2,reactive,Bng,,1,0,328,38,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,306,39,,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,340,40,hi,hi
Axcpt,DMCC8033964,wave2,reactive,AY,1,1,1,426,41,,hi
Axcpt,DMCC8033964,wave2,reactive,Ang,,,1,0,42,,
Axcpt,DMCC8033964,wave2,reactive,AY,1,1,1,461,43,,hi
Axcpt,DMCC8033964,wave2,reactive,Ang,,,1,0,44,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,345,45,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,370,46,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,397,47,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,334,48,,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,454,49,hi,hi
Axcpt,DMCC8033964,wave2,reactive,Ang,,,1,0,50,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,272,51,,lo
Axcpt,DMCC8033964,wave2,reactive,BX,1,1,1,380,52,hi,hi
Axcpt,DMCC8033964,wave2,reactive,AY,1,1,1,294,53,,hi
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,248,54,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,243,55,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,322,56,lo,lo
Axcpt,DMCC8033964,wave2,reactive,Bng,,,1,0,57,,
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,337,58,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,333,59,lo,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,369,60,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,346,61,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,383,62,lo,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,365,63,,lo
Axcpt,DMCC8033964,wave2,reactive,AX,2,2,1,314,64,,lo
Axcpt,DMCC8033964,wave2,reactive,BY,1,1,1,343,65,lo,lo
