task,subj,wave,session,trialtype,cresp,resp,acc,rt,trialnum,hilo,hilo_all
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,529,1,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,2,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,389,3,,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,442,4,hi,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,371,5,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,397,6,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,454,7,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,394,8,,lo
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,565,9,,hi
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,470,10,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,426,11,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,332,12,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,450,13,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,14,,
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,463,15,,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,423,16,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,17,,
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,18,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,393,19,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,1156,20,hi,hi
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,527,21,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,550,22,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,434,23,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,449,24,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,432,25,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,490,26,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,421,27,,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,28,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,405,29,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,636,30,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,41,31,,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,628,32,hi,hi
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,429,33,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,395,34,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,35,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,560,36,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,479,37,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,498,38,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,1093,39,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,450,40,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,41,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,42,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,610,43,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,844,44,,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,45,,
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,501,46,,hi
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,671,47,,hi
Axcpt,DMCC8760894,wave1,baseline,BX,1,,0,0,48,hi,hi
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,675,49,hi,hi
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,50,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,685,51,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,178,52,,lo
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,716,53,,hi
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,608,54,,hi
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,827,55,hi,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,430,56,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,621,57,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,423,58,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,59,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,417,60,,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,61,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,504,62,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,63,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,575,64,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,65,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,756,66,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,514,67,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,417,68,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,527,69,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,483,70,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,824,71,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,413,72,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,478,73,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,413,74,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,443,75,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,434,76,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,519,77,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,361,78,,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,563,79,,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,818,80,hi,hi
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,465,81,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,452,82,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,83,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,455,84,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,85,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,578,86,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,87,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,670,88,,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,89,,
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,674,90,,hi
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,579,91,hi,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,369,92,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,389,93,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,536,94,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,655,95,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,452,96,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,97,,
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,98,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,451,99,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,,0,0,100,hi,hi
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,101,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,436,102,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,626,103,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,,0,0,104,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,105,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,435,106,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,332,107,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,425,108,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,457,109,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,818,110,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,381,111,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,760,112,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,113,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AY,1,,0,0,114,,hi
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,494,115,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,439,116,hi,hi
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,117,,
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,662,118,,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,650,119,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,447,120,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,121,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,379,122,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,481,123,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,547,124,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,404,125,lo,lo
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,776,126,hi,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,1,0,460,127,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,128,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,,0,0,129,,lo
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,433,130,,hi
Axcpt,DMCC8760894,wave1,baseline,AY,1,1,1,515,131,,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,352,132,,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,574,133,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,522,134,lo,lo
Axcpt,DMCC8760894,wave1,baseline,AX,2,,0,0,135,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,136,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,137,,
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,490,138,,lo
Axcpt,DMCC8760894,wave1,baseline,BY,1,1,1,481,139,lo,lo
Axcpt,DMCC8760894,wave1,baseline,Bng,,,1,0,140,,
Axcpt,DMCC8760894,wave1,baseline,BX,1,1,1,594,141,hi,hi
Axcpt,DMCC8760894,wave1,baseline,AX,2,2,1,376,142,,lo
Axcpt,DMCC8760894,wave1,baseline,Ang,,,1,0,143,,
Axcpt,DMCC8760894,wave1,baseline,BY,1,,0,0,144,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,558,1,,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,379,2,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,367,3,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,403,4,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,432,5,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,306,6,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,383,7,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,1,0,447,8,,
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,359,9,hi,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,368,10,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,287,11,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,336,12,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,389,13,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,312,14,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,338,15,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,1,0,340,16,,
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,17,,
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,521,18,,hi
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,510,19,hi,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,503,20,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,564,21,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,,0,0,22,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,23,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,399,24,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,700,25,,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,2,0,434,26,hi,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,418,27,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,304,28,,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,445,29,,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,606,30,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,383,31,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,32,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,421,33,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,382,34,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,417,35,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,720,36,,hi
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,651,37,hi,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,,0,0,38,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,39,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,709,40,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,556,41,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,369,42,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,43,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,541,44,,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,45,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,502,46,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,452,47,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,462,48,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,337,49,,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,513,50,,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,370,51,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,967,52,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,329,53,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,465,54,hi,hi
Axcpt,DMCC8760894,wave1,proactive,Bng,,1,0,414,55,,
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,536,56,,hi
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,57,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,460,58,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,391,59,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,60,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,319,61,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,582,62,,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,63,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,268,64,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,451,65,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,646,66,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,1147,67,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,593,68,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,373,69,,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,795,70,hi,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,598,71,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,533,72,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,282,73,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,370,74,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,370,75,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,380,76,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,77,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,363,78,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,390,79,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,535,80,hi,hi
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,453,81,,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,400,82,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,304,83,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,472,84,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,388,85,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,86,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,432,87,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,409,88,,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,648,89,hi,hi
Axcpt,DMCC8760894,wave1,proactive,Ang,,2,0,210,90,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,402,91,,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,92,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,,0,0,93,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,412,94,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,701,95,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,525,96,,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,320,97,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,693,98,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,305,99,,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,455,100,,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,219,101,,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,346,102,hi,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,351,103,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,378,104,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,652,105,hi,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,346,106,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,261,107,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,317,108,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,524,109,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,110,,
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,416,111,,hi
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,112,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,438,113,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,373,114,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,,0,0,115,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,116,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,,0,0,117,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,318,118,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,669,119,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,120,,
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,336,121,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,444,122,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,482,123,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,324,124,,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,125,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,539,126,,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,615,127,,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,376,128,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,718,129,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,304,130,,lo
Axcpt,DMCC8760894,wave1,proactive,AX,2,2,1,403,131,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,483,132,lo,lo
Axcpt,DMCC8760894,wave1,proactive,Ang,,,1,0,133,,
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,360,134,,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,341,135,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,468,136,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,668,137,hi,hi
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,138,,
Axcpt,DMCC8760894,wave1,proactive,Bng,,,1,0,139,,
Axcpt,DMCC8760894,wave1,proactive,BX,1,1,1,391,140,hi,hi
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,411,141,lo,lo
Axcpt,DMCC8760894,wave1,proactive,BY,1,1,1,436,142,lo,lo
Axcpt,DMCC8760894,wave1,proactive,AY,1,1,1,539,143,,hi
Axcpt,DMCC8760894,wave1,proactive,AX,2,1,0,591,144,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,295,1,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,311,2,,lo
Axcpt,DMCC8760894,wave1,reactive,BX,1,1,1,493,3,hi,hi
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,622,4,,hi
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,401,5,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,6,,
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,434,7,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,450,8,,lo
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,9,,
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,443,10,,hi
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,553,11,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,535,12,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,13,,
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,435,14,,lo
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,15,,
Axcpt,DMCC8760894,wave1,reactive,BX,1,1,1,424,16,hi,hi
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,432,17,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,590,18,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,519,19,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,,0,0,20,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,,0,0,21,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,361,22,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,432,23,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,481,24,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,624,25,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,505,26,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BX,1,1,1,470,27,hi,hi
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,431,28,,hi
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,454,29,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,598,30,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,376,31,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,391,32,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,537,33,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,611,34,,hi
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,1022,35,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,808,36,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,757,37,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,784,38,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,39,,
Axcpt,DMCC8760894,wave1,reactive,BX,1,1,1,468,40,hi,hi
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,578,41,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,652,42,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,43,,
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,44,,
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,599,45,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,46,,
Axcpt,DMCC8760894,wave1,reactive,BY,1,,0,0,47,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,,0,0,48,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,429,49,lo,lo
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,50,,
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,746,51,,lo
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,52,,
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,504,53,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,473,54,lo,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,504,55,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,642,56,,hi
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,433,57,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,638,58,,lo
Axcpt,DMCC8760894,wave1,reactive,AY,1,1,1,550,59,,hi
Axcpt,DMCC8760894,wave1,reactive,BY,1,1,1,656,60,lo,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,,0,0,61,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,2,1,612,62,,lo
Axcpt,DMCC8760894,wave1,reactive,Ang,,,1,0,63,,
Axcpt,DMCC8760894,wave1,reactive,Bng,,,1,0,64,,
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,852,65,,lo
Axcpt,DMCC8760894,wave1,reactive,AX,2,1,0,162,66,,lo
Axcpt,DMCC8760894,wave1,reactive,BY,1,,0,0,67,lo,lo
