wave,session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trialtype,trialtype_alt
1,bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,people,1600,1,1000,1,1,462635,471433,472433,106615,23,356.02,364.818,365.818,28.422,256.419,484.416,228.024,456.02,684.034,LL5NP,NP_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,heater,1600,0,0,,2,474633,483431,0,106615,24,368.018,376.816,-106.615,28.422,256.419,484.416,228.024,456.02,684.034,not5NN,NN_8
1,bas,ste,1,130518,bas_ste_run1_130518,RN,5,1,noise,2800,0,918,1,2,486631,495430,496348,106615,25,380.016,388.815,389.733,28.422,256.419,484.416,228.024,456.02,684.034,LL5RN,RN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,pole,1600,1,773,2,2,499829,508627,509400,106615,26,393.214,402.012,402.785,28.422,256.419,484.416,228.024,456.02,684.034,LL5NN,NN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NP,8,3,city,1600,1,1040,1,1,511827,520642,521682,106615,27,405.212,414.027,415.067,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_8
1,bas,ste,1,130518,bas_ste_run1_130518,NP,8,3,carpet,2800,1,1351,1,1,523842,532640,533991,106615,28,417.227,426.025,427.376,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_8
1,bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,tags,4000,1,791,1,1,537040,545838,546629,106615,29,430.425,439.223,440.014,28.422,256.419,484.416,228.024,456.02,684.034,LL5NP,NP_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,greed,1600,1,921,2,2,551437,560236,561157,106615,30,444.822,453.621,454.542,28.422,256.419,484.416,228.024,456.02,684.034,LL5NN,NN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,pans,2800,1,1387,2,2,593431,602229,603616,106615,31,486.816,495.614,497.001,28.422,256.419,484.416,228.024,456.02,684.034,LL5NN,NN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,muscle,4000,1,777,1,1,606628,615427,616204,106615,32,500.013,508.812,509.589,28.422,256.419,484.416,228.024,456.02,684.034,LL5NP,NP_5
1,bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,bugs,2800,1,1137,1,1,621043,629841,630978,106615,33,514.428,523.226,524.363,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_8
1,bas,ste,1,130518,bas_ste_run1_130518,RN,5,1,fusion,4000,0,956,1,2,634241,643039,643995,106615,34,527.626,536.424,537.38,28.422,256.419,484.416,228.024,456.02,684.034,LL5RN,RN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,shell,2800,1,1023,2,2,648638,657437,658460,106615,35,542.023,550.822,551.845,28.422,256.419,484.416,228.024,456.02,684.034,not5NN,NN_8
1,bas,ste,1,130518,bas_ste_run1_130518,NP,7,1,clue,1600,1,810,1,1,661836,670635,671445,106615,36,555.221,564.02,564.83,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_7
1,bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,wife,4000,1,848,1,1,673834,682633,683481,106615,37,567.219,576.018,576.866,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_8
1,bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,gift,1600,1,919,2,2,688232,697031,697950,106615,38,581.617,590.416,591.335,28.422,256.419,484.416,228.024,456.02,684.034,LL5NN,NN_5
1,bas,ste,1,130518,bas_ste_run1_130518,NP,6,1,food,1600,1,1301,1,1,700230,709029,710330,106615,39,593.615,602.414,603.715,28.422,256.419,484.416,228.024,456.02,684.034,not5NP,NP_6
1,bas,ste,1,130518,bas_ste_run1_130518,RN,8,1,ground,4000,0,1248,1,2,712228,721043,722291,106615,40,605.613,614.428,615.676,28.422,256.419,484.416,228.024,456.02,684.034,not5RN,RN_8
1,bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,marker,1600,0,1384,2,1,726643,735441,736825,106615,41,620.028,628.826,630.21,28.422,256.419,484.416,228.024,456.02,684.034,LL5NP,NP_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,signal,1600,1,943,2,2,738641,747439,748382,106615,42,632.026,640.824,641.767,28.422,256.419,484.416,228.024,456.02,684.034,not5NN,NN_8
1,bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,curve,2800,0,1159,2,1,750639,759437,760596,106615,43,644.024,652.822,653.981,28.422,256.419,484.416,228.024,456.02,684.034,LL5NP,NP_5
1,bas,ste,1,130518,bas_ste_run1_130518,NN,7,2,pledge,4000,1,949,2,2,763837,772635,773584,106615,44,657.222,666.02,666.969,28.422,256.419,484.416,228.024,456.02,684.034,not5NN,NN_7
1,bas,ste,1,130518,bas_ste_run1_130518,NN,7,2,berry,2800,1,905,2,2,778234,787033,787938,106615,45,671.619,680.418,681.323,28.422,256.419,484.416,228.024,456.02,684.034,not5NN,NN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,north,2800,1,795,1,1,75705,84504,85299,44897,1,30.808,39.607,40.402,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,ransom,2800,1,902,1,1,88903,97718,98620,44897,2,44.006,52.821,53.723,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,chin,1600,1,933,2,2,102117,110916,111849,44897,3,57.22,66.019,66.952,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,whale,4000,1,1047,2,2,114116,122914,123961,44897,4,69.219,78.017,79.064,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_6
1,bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,cotton,4000,1,812,2,2,128513,137312,138124,44897,5,83.616,92.415,93.227,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,wheel,4000,1,1328,1,1,142911,151709,153037,44897,6,98.014,106.812,108.14,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,cabin,2800,0,939,1,2,157309,166107,167046,44897,7,112.412,121.21,122.149,28.408,256.422,484.419,228.026,456.023,684.02,LL5RN,RN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,hatch,1600,1,977,2,2,170506,179305,180282,44897,8,125.609,134.408,135.385,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,7,1,flame,2800,1,748,2,2,182505,191303,192051,44897,9,137.608,146.406,147.154,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,6,1,dollar,2800,1,1196,1,1,195719,204518,205714,44897,10,150.822,159.621,160.817,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_6
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,exam,4000,1,866,1,1,208917,217716,218582,44897,11,164.02,172.819,173.685,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,lesson,1600,1,983,2,2,223315,232113,233096,44897,12,178.418,187.216,188.199,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,7,1,teeth,4000,0,1581,2,1,235313,244111,245692,44897,13,190.416,199.214,200.795,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,kids,1600,1,953,1,1,249710,258509,259462,44897,14,204.813,213.612,214.565,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,RN,7,1,jars,1600,0,996,1,2,261709,270507,271503,44897,15,216.812,225.61,226.606,28.408,256.422,484.419,228.026,456.023,684.02,not5RN,RN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,harp,1600,1,777,1,1,303718,312517,313294,44897,16,258.821,267.62,268.397,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,sled,1600,0,935,1,2,315716,324515,325450,44897,17,270.819,279.618,280.553,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_8
1,bas,ste,2,130518,bas_ste_run2_130518,RN,8,1,house,4000,1,1132,2,2,327715,336513,337645,44897,18,282.818,291.616,292.748,28.408,256.422,484.419,228.026,456.023,684.02,not5RN,RN_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,store,4000,1,864,1,1,342112,350911,351775,44897,19,297.215,306.014,306.878,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,soil,4000,0,1832,1,2,356510,365309,367141,44897,20,311.613,320.412,322.244,28.408,256.422,484.419,228.026,456.023,684.02,LL5RN,RN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,zebra,4000,1,1145,2,2,370908,379706,380851,44897,21,326.011,334.809,335.954,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_6
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,action,1600,1,1030,1,1,385305,394104,395134,44897,22,340.408,349.207,350.237,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NN,7,1,poison,1600,1,1000,2,2,397303,406119,407119,44897,23,352.406,361.222,362.222,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,heaven,2800,1,750,2,2,409318,418117,418867,44897,24,364.421,373.22,373.97,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,text,2800,0,1919,2,1,422516,431315,433234,44897,25,377.619,386.418,388.337,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,others,2800,1,1042,1,1,435714,444513,445555,44897,26,390.817,399.616,400.658,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NP,7,2,crime,4000,1,854,1,1,448912,457710,458564,44897,27,404.015,412.813,413.667,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_7
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,barber,2800,1,1089,2,2,463310,472108,473197,44897,28,418.413,427.211,428.3,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,steel,2800,1,1214,2,2,476507,485306,486520,44897,29,431.61,440.409,441.623,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,7,2,cherry,1600,1,898,1,1,489705,498504,499402,44897,30,444.808,453.607,454.505,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_7
1,bas,ste,2,130518,bas_ste_run2_130518,NN,7,2,book,4000,1,1246,2,2,531715,540514,541760,44897,31,486.818,495.617,496.863,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,7,1,photo,4000,1,1251,1,1,546113,554911,556162,44897,32,501.216,510.014,511.265,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,6,1,profit,2800,1,1539,1,1,560511,569309,570848,44897,33,515.614,524.412,525.951,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_6
1,bas,ste,2,130518,bas_ste_run2_130518,NN,7,2,word,1600,1,1060,2,2,573708,582507,583567,44897,34,528.811,537.61,538.67,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_7
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,paper,4000,1,1205,1,1,585707,594505,595710,44897,35,540.81,549.608,550.813,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,pony,4000,1,727,1,1,600104,608903,609630,44897,36,555.207,564.006,564.733,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,fluid,1600,1,771,1,1,614519,623317,624088,44897,37,569.622,578.42,579.191,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,8,1,church,2800,1,781,2,2,626517,635315,636096,44897,38,581.62,590.418,591.199,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_8
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,story,4000,1,760,2,2,639715,648513,649273,44897,39,594.818,603.616,604.376,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,yard,2800,1,1232,1,1,654112,662911,664143,44897,40,609.215,618.014,619.246,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,owner,2800,1,1044,2,2,667310,676109,677153,44897,41,622.413,631.212,632.256,28.408,256.422,484.419,228.026,456.023,684.02,LL5RN,RN_5
1,bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,honey,1600,1,956,1,1,680508,689307,690263,44897,42,635.611,644.41,645.366,28.408,256.422,484.419,228.026,456.023,684.02,LL5NP,NP_5
1,bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,cows,1600,1,1212,2,2,692506,701305,702517,44897,43,647.609,656.408,657.62,28.408,256.422,484.419,228.026,456.023,684.02,not5NN,NN_6
1,bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,pilot,1600,1,1230,1,1,704504,713303,714533,44897,44,659.607,668.406,669.636,28.408,256.422,484.419,228.026,456.023,684.02,not5NP,NP_8
1,bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,train,2800,1,912,2,2,716519,725317,726229,44897,45,671.622,680.42,681.332,28.408,256.422,484.419,228.026,456.023,684.02,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,vision,4000,0,0,,2,149656,158454,0,118841,1,30.815,39.613,-118.841,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,park,1600,1,1157,1,1,164053,172869,174026,118841,2,45.212,54.028,55.185,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,4,1,idea,4000,1,1058,2,2,176068,184867,185925,118841,3,57.227,66.026,67.084,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_4
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,boiler,1600,1,1373,1,1,190466,199265,200638,118841,4,71.625,80.424,81.797,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,ranch,4000,1,807,1,1,202464,211263,212070,118841,5,83.623,92.422,93.229,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_3
1,pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,deed,1600,1,1053,2,2,216862,225660,226713,118841,6,98.021,106.819,107.872,28.415,256.429,484.426,228.033,456.031,684.028,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,access,2800,1,1122,2,2,228860,237658,238780,118841,7,110.019,118.817,119.939,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,4,1,ways,2800,1,1117,1,1,242058,250856,251973,118841,8,123.217,132.015,133.132,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_4
1,pro,ste,1,130518,pro_ste_run1_130518,RN,5,1,keeper,2800,0,949,1,2,255256,264054,265003,118841,9,136.415,145.213,146.162,28.415,256.429,484.426,228.033,456.031,684.028,LL5RN,RN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,item,1600,1,748,2,2,268454,277269,278017,118841,10,149.613,158.428,159.176,28.415,256.429,484.426,228.033,456.031,684.028,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,3,1,hope,1600,0,964,1,2,280468,289267,290231,118841,11,161.627,170.426,171.39,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_3
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,parent,2800,1,843,1,1,292466,301265,302108,118841,12,173.625,182.424,183.267,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,dryer,2800,1,1213,1,1,305664,314463,315676,118841,13,186.823,195.622,196.835,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,suit,4000,1,555,1,1,318862,327661,328216,118841,14,200.021,208.82,209.375,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,nail,4000,1,829,1,1,333260,342059,342888,118841,15,214.419,223.218,224.047,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_3
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,menu,1600,1,742,1,1,377653,386468,387210,118841,16,258.812,267.627,268.369,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,rage,4000,1,951,2,2,389668,398466,399417,118841,17,270.827,279.625,280.576,28.415,256.429,484.426,228.033,456.031,684.028,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,laser,2800,1,849,2,2,404065,412864,413713,118841,18,285.224,294.023,294.872,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,wool,2800,1,724,1,1,417263,426062,426786,118841,19,298.422,307.221,307.945,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,color,1600,1,734,1,1,430461,439260,439994,118841,20,311.62,320.419,321.153,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,saint,1600,1,664,1,1,442459,451258,451922,118841,21,323.618,332.417,333.081,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_3
1,pro,ste,1,130518,pro_ste_run1_130518,NN,4,1,critic,4000,1,782,2,2,454457,463256,464038,118841,22,335.616,344.415,345.197,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_4
1,pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,roses,2800,1,827,2,2,468855,477654,478481,118841,23,350.014,358.813,359.64,28.415,256.429,484.426,228.033,456.031,684.028,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,3,1,rumor,4000,1,1156,2,2,482053,490868,492024,118841,24,363.212,372.027,373.183,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_3
1,pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,heel,2800,1,940,1,1,496467,505266,506206,118841,25,377.626,386.425,387.365,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_3
1,pro,ste,1,130518,pro_ste_run1_130518,RN,5,1,shell,4000,0,1888,1,2,509665,518464,520352,118841,26,390.824,399.623,401.511,28.415,256.429,484.426,228.033,456.031,684.028,LL5RN,RN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,review,2800,1,750,1,1,524063,532862,533612,118841,27,405.222,414.021,414.771,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,rash,1600,1,814,2,2,537261,546060,546874,118841,28,418.42,427.219,428.033,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,chip,1600,1,954,1,1,549259,558058,559012,118841,29,430.418,439.217,440.171,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,parade,4000,1,800,1,1,561257,570056,570856,118841,30,442.416,451.215,452.015,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_2
1,pro,ste,1,130518,pro_ste_run1_130518,NP,4,1,verse,1600,1,1003,1,1,605667,614465,615468,118841,31,486.826,495.624,496.627,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_4
1,pro,ste,1,130518,pro_ste_run1_130518,NN,3,2,torch,4000,1,1053,2,2,617665,626464,627517,118841,32,498.824,507.623,508.676,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_3
1,pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,deal,2800,1,838,2,2,632063,640861,641699,118841,33,513.222,522.02,522.858,28.415,256.429,484.426,228.033,456.031,684.028,LL5NN,NN_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,clay,2800,1,1066,1,1,645261,654059,655125,118841,34,526.42,535.218,536.284,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,forest,1600,1,893,1,1,658458,667257,668150,118841,35,539.617,548.416,549.309,28.415,256.429,484.426,228.033,456.031,684.028,LL5NP,NP_5
1,pro,ste,1,130518,pro_ste_run1_130518,NP,3,1,charge,4000,1,775,1,1,670457,679255,680030,118841,36,551.616,560.414,561.189,28.415,256.429,484.426,228.033,456.031,684.028,not5NP,NP_3
1,pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,moose,1600,1,1221,2,2,684854,693653,694874,118841,37,566.013,574.812,576.033,28.415,256.429,484.426,228.033,456.031,684.028,not5NN,NN_2
