wave,session,task,run,subj,name,stimuli,number,letter,trial.type,cue,number.resp,letter.resp,award,switch,cue.color,target.color,target.color.orig,incentive,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trialtype
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,B1,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,1007,2,2,328919,333412,334419,93799,18,235.12,239.613,240.62,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2A,e,v,Con,n,1,1,,,red,black,black,NoInc,3200,1,786,1,1,370916,375422,376208,93799,19,277.117,281.623,282.409,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,I6,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,996,1,1,382915,387421,388417,93799,20,289.116,293.622,294.618,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,1B,o,c,Con,l,2,2,,stay,red,black,black,NoInc,4400,1,1433,2,2,394914,399421,400854,93799,21,301.115,305.622,307.055,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,5H,o,c,Con,l,2,2,,stay,red,black,black,NoInc,4400,1,1041,2,2,408113,412620,413661,93799,22,314.314,318.821,319.862,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,6I,e,v,Con,n,1,1,,switch,red,black,black,NoInc,3200,1,997,1,1,421313,425819,426816,93799,23,327.514,332.02,333.017,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,4400,1,1022,1,1,433312,437818,438840,93799,24,339.513,344.019,345.041,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,A1,o,v,InCon,n,2,1,,switch,red,black,black,NoInc,2000,1,1304,2,2,446511,451017,452321,93799,25,352.712,357.218,358.522,28.413,274.424,520.421,246.025,492.023,738.021,InConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,D4,e,c,InCon,l,1,2,,switch,red,black,green,Inc,2000,0,1051,1,2,457310,461817,462868,93799,26,363.511,368.018,369.069,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,A2,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,982,1,1,468110,472616,473598,93799,27,374.311,378.817,379.799,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,3E,o,v,InCon,n,2,1,,stay,red,black,green,Inc,2000,1,1301,2,2,478922,483415,484716,93799,28,385.123,389.616,390.917,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,5H,o,c,Con,n,2,2,,stay,red,black,green,Inc,4400,1,945,2,2,489722,494215,495160,93799,29,395.923,400.416,401.361,28.413,274.424,520.421,246.025,492.023,738.021,ConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,0,0,,1,502921,507414,0,93799,30,409.122,413.615,-93.799,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,3E,o,v,InCon,l,2,1,,stay,red,black,green,Inc,2000,1,1330,1,1,514920,519413,520743,93799,31,421.121,425.614,426.944,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,B1,o,c,Con,l,2,2,,stay,red,black,black,NoInc,4400,1,969,2,2,525719,530212,531181,93799,32,431.92,436.413,437.382,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,E3,o,v,InCon,n,2,1,,switch,red,black,green,Inc,3200,1,1175,2,2,538918,543411,544586,93799,33,445.119,449.612,450.787,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,E3,o,v,InCon,n,2,1,,stay,red,black,green,Inc,3200,1,1549,2,2,550918,555411,556960,93799,34,457.119,461.612,463.161,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,2000,1,1368,2,2,562917,567410,568778,93799,35,469.118,473.611,474.979,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2B,e,c,InCon,l,1,2,,switch,red,black,black,NoInc,4400,1,1041,2,2,573716,578223,579264,93799,36,479.917,484.424,485.465,28.413,274.424,520.421,246.025,492.023,738.021,InConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2A,e,v,Con,n,1,1,,,red,black,black,NoInc,4400,1,774,1,1,616913,621420,622194,93799,37,523.114,527.621,528.395,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,1227,1,1,630113,634619,635846,93799,38,536.314,540.82,542.047,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,B1,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,0,1654,1,2,642112,646618,648272,93799,39,548.313,552.819,554.473,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,1A,o,v,InCon,n,2,1,,switch,red,black,black,NoInc,4400,1,1431,2,2,654111,658617,660048,93799,40,560.312,564.818,566.249,28.413,274.424,520.421,246.025,492.023,738.021,InConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,3E,o,v,InCon,l,2,1,,switch,red,black,green,Inc,2000,1,1350,1,1,667310,671816,673166,93799,41,573.511,578.017,579.367,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,1B,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,910,2,2,678123,682616,683526,93799,42,584.324,588.817,589.727,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,6I,e,v,Con,l,1,1,,stay,red,black,black,NoInc,4400,1,803,1,1,690122,694615,695418,93799,43,596.323,600.816,601.619,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,1B,o,c,Con,n,2,2,,switch,red,black,black,NoInc,2000,1,1874,2,2,703321,707814,709688,93799,44,609.522,614.015,615.889,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,E3,o,v,InCon,l,2,1,,switch,red,black,green,Inc,2000,1,983,1,1,714120,718613,719596,93799,45,620.321,624.814,625.797,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,4D,e,c,InCon,n,1,2,,switch,red,black,green,Inc,2000,1,1075,1,1,724920,729413,730488,93799,46,631.121,635.614,636.689,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,4D,e,c,InCon,l,1,2,,switch,red,black,green,Inc,4400,1,1553,2,2,735719,740212,741765,93799,47,641.92,646.413,647.966,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,H5,o,c,Con,n,2,2,,switch,red,black,black,NoInc,2000,1,1219,2,2,748918,753411,754630,93799,48,655.119,659.612,660.831,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,3E,o,v,InCon,n,2,1,,stay,red,black,green,Inc,3200,1,1217,2,2,759717,764211,765428,93799,49,665.918,670.412,671.629,28.413,274.424,520.421,246.025,492.023,738.021,InConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,A2,e,v,Con,n,1,1,,stay,red,black,black,NoInc,4400,1,1290,1,1,771717,776210,777500,93799,50,677.918,682.411,683.701,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,6I,e,v,Con,n,1,1,,stay,red,black,black,NoInc,4400,1,1680,1,1,784916,789422,791102,93799,51,691.117,695.623,697.303,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,B1,o,c,Con,n,2,2,,stay,red,black,black,NoInc,3200,1,1244,2,2,798115,802621,803865,93799,52,704.316,708.822,710.066,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,H5,o,c,Con,l,2,2,,switch,red,black,green,Inc,2000,1,1989,2,2,810114,814621,816610,93799,53,716.315,720.822,722.811,28.413,274.424,520.421,246.025,492.023,738.021,ConInc
1,bas,cue,1,DMCC8760894,bas_cue_run1_DMCC8760894,A2,e,v,Con,l,1,1,,stay,red,black,black,NoInc,3200,1,979,1,1,820914,825420,826399,93799,54,727.115,731.621,732.6,28.413,274.424,520.421,246.025,492.023,738.021,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,l,2,2,,,red,black,black,NoInc,4400,1,1150,2,2,82542,87035,88185,51427,1,31.115,35.608,36.758,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,E3,o,v,InCon,n,2,1,,switch,red,black,green,Inc,4400,1,942,2,2,95741,100234,101176,51427,2,44.314,48.807,49.749,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,5H,o,c,Con,n,2,2,,stay,red,black,black,NoInc,3200,1,1011,2,2,108941,113434,114445,51427,3,57.514,62.007,63.018,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,E3,o,v,InCon,l,2,1,,switch,red,black,green,Inc,3200,1,1070,1,1,120940,125433,126503,51427,4,69.513,74.006,75.076,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,6I,e,v,Con,l,1,1,,stay,red,black,green,Inc,2000,1,1002,1,1,132939,137432,138434,51427,5,81.512,86.005,87.007,28.409,274.406,520.417,246.021,492.019,738.016,ConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,n,2,2,,switch,red,black,black,NoInc,4400,1,1539,2,2,143738,148245,149784,51427,6,92.311,96.818,98.357,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,1164,1,1,156937,161444,162608,51427,7,105.51,110.017,111.181,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,4D,e,c,InCon,l,1,2,,stay,red,black,green,Inc,2000,0,2922,1,2,168937,173443,176365,51427,8,117.51,122.016,124.938,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,H5,o,c,Con,l,2,2,,stay,red,black,black,NoInc,2000,1,1893,2,2,179736,184242,186135,51427,9,128.309,132.815,134.708,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,n,1,1,,switch,red,black,black,NoInc,4400,1,1329,1,1,190535,195042,196371,51427,10,139.108,143.615,144.944,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,2000,1,1060,1,1,203734,208241,209301,51427,11,152.307,156.814,157.874,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,6I,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,1208,1,1,214534,219040,220248,51427,12,163.107,167.613,168.821,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B2,e,c,InCon,l,1,2,,switch,red,black,black,NoInc,4400,1,1931,2,2,225333,229839,231770,51427,13,173.906,178.412,180.343,28.409,274.406,520.417,246.021,492.019,738.016,InConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,3E,o,v,InCon,n,2,1,,switch,red,black,green,Inc,3200,1,2110,2,2,238532,243039,245149,51427,14,187.105,191.612,193.722,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,D4,e,c,InCon,n,1,2,,stay,red,black,green,Inc,4400,1,1381,1,1,250545,255038,256419,51427,15,199.118,203.611,204.992,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,2000,1,979,2,2,263744,268237,269216,51427,16,212.317,216.81,217.789,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2A,e,v,Con,n,1,1,,stay,red,black,black,NoInc,3200,1,1053,1,1,274543,279036,280089,51427,17,223.116,227.609,228.662,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1608,2,2,286542,291036,292644,51427,18,235.115,239.609,241.217,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,D4,e,c,InCon,l,1,2,,,red,black,green,Inc,3200,0,1365,1,2,328540,333033,334398,51427,19,277.113,281.606,282.971,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,D4,e,c,InCon,n,1,2,,switch,red,black,green,Inc,2000,1,791,1,1,340539,345032,345823,51427,20,289.112,293.605,294.396,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,4400,1,1056,1,1,351338,355845,356901,51427,21,299.911,304.418,305.474,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,n,2,2,,switch,red,black,black,NoInc,4400,1,1623,2,2,364537,369044,370667,51427,22,313.11,317.617,319.24,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,4400,1,1723,2,2,377737,382243,383966,51427,23,326.31,330.816,332.539,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,I6,e,v,Con,n,1,1,,switch,red,black,green,Inc,3200,1,1475,1,1,390936,395442,396917,51427,24,339.509,344.015,345.49,28.409,274.406,520.417,246.021,492.019,738.016,ConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,3E,o,v,InCon,l,2,1,,switch,red,black,green,Inc,2000,1,934,1,1,402935,407441,408375,51427,25,351.508,356.014,356.948,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2B,e,c,InCon,n,1,2,,switch,red,black,black,NoInc,3200,1,1347,1,1,413734,418241,419588,51427,26,362.307,366.814,368.161,28.409,274.406,520.417,246.021,492.019,738.016,InConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,5H,o,c,Con,l,2,2,,switch,red,black,green,Inc,2000,1,1419,2,2,425734,430240,431659,51427,27,374.307,378.813,380.232,28.409,274.406,520.417,246.021,492.019,738.016,ConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,H5,o,c,Con,l,2,2,,stay,red,black,black,NoInc,2000,1,1812,2,2,436533,441039,442851,51427,28,385.106,389.612,391.424,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,I6,e,v,Con,n,1,1,,switch,red,black,black,NoInc,4400,1,2958,1,1,447332,451839,454797,51427,29,395.905,400.412,403.37,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,4D,e,c,InCon,n,1,2,,stay,red,black,green,Inc,3200,1,1711,1,1,460545,465038,466749,51427,30,409.118,413.611,415.322,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1652,2,2,472544,477037,478689,51427,31,421.117,425.61,427.262,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,I6,e,v,Con,l,1,1,,stay,red,black,black,NoInc,4400,1,3181,1,1,484543,489036,492217,51427,32,433.116,437.609,440.79,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,1A,o,v,InCon,n,2,1,,switch,red,black,black,NoInc,2000,1,1026,2,2,497742,502235,503261,51427,33,446.315,450.808,451.834,28.409,274.406,520.417,246.021,492.019,738.016,InConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,796,1,1,508542,513035,513831,51427,34,457.115,461.608,462.404,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2A,e,v,Con,n,1,1,,switch,red,black,black,NoInc,4400,1,701,1,1,520541,525034,525735,51427,35,469.114,473.607,474.308,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,n,1,1,,stay,red,black,black,NoInc,2000,1,1457,1,1,533740,538233,539690,51427,36,482.313,486.806,488.263,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,H5,o,c,Con,n,2,2,,,red,black,green,Inc,3200,1,1360,2,2,574537,579044,580404,51427,37,523.11,527.617,528.977,28.409,274.406,520.417,246.021,492.019,738.016,ConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,l,1,1,,switch,red,black,black,NoInc,4400,1,1236,1,1,586537,591043,592279,51427,38,535.11,539.616,540.852,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,1B,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,1230,2,2,599736,604242,605472,51427,39,548.309,552.815,554.045,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,n,2,2,,switch,red,black,black,NoInc,3200,1,1200,2,2,611735,616241,617441,51427,40,560.308,564.814,566.014,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A1,o,v,InCon,l,2,1,,switch,red,black,black,NoInc,4400,1,1161,1,1,623734,628241,629402,51427,41,572.307,576.814,577.975,28.409,274.406,520.417,246.021,492.019,738.016,InConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2A,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,2530,1,1,636933,641440,643970,51427,42,585.506,590.013,592.543,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,6I,e,v,Con,n,1,1,,stay,red,black,black,NoInc,4400,1,1466,1,1,647733,652239,653705,51427,43,596.306,600.812,602.278,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,A2,e,v,Con,n,1,1,,stay,red,black,black,NoInc,2000,1,1009,1,1,660932,665438,666447,51427,44,609.505,614.011,615.02,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,2000,1,1520,2,2,671744,676237,677757,51427,45,620.317,624.81,626.33,28.409,274.406,520.417,246.021,492.019,738.016,ConNoInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,4D,e,c,InCon,l,1,2,,stay,red,black,green,Inc,2000,1,1343,2,2,682544,687037,688380,51427,46,631.117,635.61,636.953,28.409,274.406,520.417,246.021,492.019,738.016,InConInc
1,bas,cue,2,DMCC8760894,bas_cue_run2_DMCC8760894,2B,e,c,InCon,l,1,2,,stay,red,black,black,NoInc,2000,1,1086,2,2,693343,697836,698922,51427,47,641.916,646.409,647.495,28.409,274.406,520.417,246.021,492.019,738.016,InConNoInc
