wave,session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trialtype,trialtype_alt
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,5,3,muscle,2800,1,1359,1,1,621755,630555,631914,122942,32,498.813,507.613,508.972,28.408,256.404,484.414,228.02,456.016,684.013,LL5NP,NP_5
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,8,2,bugs,4000,1,908,1,1,634954,643754,644662,122942,33,512.012,520.812,521.72,28.408,256.404,484.414,228.02,456.016,684.013,not5NP,NP_8
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,RN,5,1,fusion,2800,1,829,2,2,649353,658153,658982,122942,34,526.411,535.211,536.04,28.408,256.404,484.414,228.02,456.016,684.013,LL5RN,RN_5
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NN,8,2,shell,1600,1,775,2,2,662552,671352,672127,122942,35,539.61,548.41,549.185,28.408,256.404,484.414,228.02,456.016,684.013,not5NN,NN_8
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,7,1,clue,2800,1,682,1,1,674551,683351,684033,122942,36,551.609,560.409,561.091,28.408,256.404,484.414,228.02,456.016,684.013,not5NP,NP_7
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,8,2,wife,1600,1,803,1,1,687750,696550,697353,122942,37,564.808,573.608,574.411,28.408,256.404,484.414,228.02,456.016,684.013,not5NP,NP_8
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NN,5,2,gift,2800,1,748,2,2,699750,708549,709297,122942,38,576.808,585.607,586.355,28.408,256.404,484.414,228.02,456.016,684.013,LL5NN,NN_5
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,6,1,food,1600,1,881,1,1,712949,721748,722629,122942,39,590.007,598.806,599.687,28.408,256.404,484.414,228.02,456.016,684.013,not5NP,NP_6
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,RN,8,1,ground,4000,1,786,2,2,724948,733747,734533,122942,40,602.006,610.805,611.591,28.408,256.404,484.414,228.02,456.016,684.013,not5RN,RN_8
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,5,3,marker,4000,1,832,1,1,739347,748146,748978,122942,41,616.405,625.204,626.036,28.408,256.404,484.414,228.02,456.016,684.013,LL5NP,NP_5
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NN,8,2,signal,4000,1,918,2,2,753746,762545,763463,122942,42,630.804,639.603,640.521,28.408,256.404,484.414,228.02,456.016,684.013,not5NN,NN_8
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NP,5,3,curve,2800,1,1003,1,1,768145,776944,777947,122942,43,645.203,654.002,655.005,28.408,256.404,484.414,228.02,456.016,684.013,LL5NP,NP_5
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NN,7,2,pledge,4000,1,817,2,2,781344,790143,790960,122942,44,658.402,667.201,668.018,28.408,256.404,484.414,228.02,456.016,684.013,not5NN,NN_7
2,bas,ste,1,DMCC8033964,bas_ste_run1_DMCC8033964,NN,7,2,berry,1600,1,882,2,2,795743,804555,805437,122942,45,672.801,681.613,682.495,28.408,256.404,484.414,228.02,456.016,684.013,not5NN,NN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,north,4000,1,839,1,1,91752,100551,101390,60934,1,30.818,39.617,40.456,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,ransom,1600,1,834,1,1,106151,114950,115784,60934,2,45.217,54.016,54.85,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,chin,2800,1,869,2,2,118150,126949,127818,60934,3,57.216,66.015,66.884,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,6,1,whale,4000,1,849,2,2,131349,140148,140997,60934,4,70.415,79.214,80.063,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_6
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,8,2,cotton,4000,1,790,2,2,145748,154547,155337,60934,5,84.814,93.613,94.403,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,wheel,2800,1,1009,1,1,160147,168946,169955,60934,6,99.213,108.012,109.021,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,RN,5,1,cabin,1600,1,1075,2,2,173346,182145,183220,60934,7,112.412,121.211,122.286,28.418,256.415,484.411,228.03,456.027,684.023,LL5RN,RN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,hatch,2800,1,730,2,2,185345,194144,194874,60934,8,124.411,133.21,133.94,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,7,1,flame,4000,1,752,2,2,198544,207357,208109,60934,9,137.61,146.423,147.175,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,6,1,dollar,4000,1,854,1,1,212956,221756,222610,60934,10,152.022,160.822,161.676,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_6
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,2,exam,2800,1,732,1,1,227355,236155,236887,60934,11,166.421,175.221,175.953,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,8,2,lesson,1600,1,835,2,2,240554,249354,250189,60934,12,179.62,188.42,189.255,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,7,1,teeth,1600,1,622,1,1,252553,261353,261975,60934,13,191.619,200.419,201.041,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,2,kids,2800,0,1312,2,1,264553,273352,274664,60934,14,203.619,212.418,213.73,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,RN,7,1,jars,1600,1,932,2,2,277752,286551,287483,60934,15,216.818,225.617,226.549,28.418,256.415,484.411,228.03,456.027,684.023,not5RN,RN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,harp,1600,1,953,1,1,319748,328548,329501,60934,16,258.814,267.614,268.567,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,8,2,sled,4000,1,981,2,2,331748,340547,341528,60934,17,270.814,279.613,280.594,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,RN,8,1,house,4000,1,1094,2,2,346147,354946,356040,60934,18,285.213,294.012,295.106,28.418,256.415,484.411,228.03,456.027,684.023,not5RN,RN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,store,2800,1,794,1,1,360545,369345,370139,60934,19,299.611,308.411,309.205,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,RN,5,1,soil,2800,0,718,1,2,373745,382544,383262,60934,20,312.811,321.61,322.328,28.418,256.415,484.411,228.03,456.027,684.023,LL5RN,RN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,6,1,zebra,1600,1,760,2,2,386944,395756,396516,60934,21,326.01,334.822,335.582,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_6
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,2,action,4000,1,770,1,1,398956,407755,408525,60934,22,338.022,346.821,347.591,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,7,1,poison,1600,1,1200,2,2,413355,422154,423354,60934,23,352.421,361.22,362.42,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,heaven,2800,1,862,2,2,425354,434153,435015,60934,24,364.42,373.219,374.081,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,2,text,2800,1,778,1,1,438553,447352,448130,60934,25,377.619,386.418,387.196,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,others,1600,1,1023,1,1,451752,460551,461574,60934,26,390.818,399.617,400.64,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,7,2,crime,2800,1,787,1,1,463751,472551,473338,60934,27,402.817,411.617,412.404,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,barber,4000,1,849,2,2,476950,485750,486599,60934,28,416.016,424.816,425.665,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,8,2,steel,4000,1,1124,2,2,491349,500149,501273,60934,29,430.415,439.215,440.339,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,7,2,cherry,1600,1,807,1,1,505748,514548,515355,60934,30,444.814,453.614,454.421,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,7,2,book,4000,1,1001,2,2,547745,556544,557545,60934,31,486.811,495.61,496.611,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,7,1,photo,1600,1,862,1,1,562144,570957,571819,60934,32,501.21,510.023,510.885,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,6,1,profit,2800,1,751,1,1,574156,582956,583707,60934,33,513.222,522.022,522.773,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_6
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,7,2,word,1600,1,944,2,2,587356,596155,597099,60934,34,526.422,535.221,536.165,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_7
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,3,paper,4000,1,753,1,1,599355,608154,608907,60934,35,538.421,547.22,547.973,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,3,pony,4000,1,756,1,1,613754,622553,623309,60934,36,552.82,561.619,562.375,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,fluid,1600,1,718,1,1,628153,636952,637670,60934,37,567.219,576.018,576.736,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,8,1,church,2800,0,1510,1,2,640152,648951,650461,60934,38,579.218,588.017,589.527,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,story,1600,1,896,2,2,653351,662150,663046,60934,39,592.417,601.216,602.112,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,yard,2800,1,1038,1,1,665350,674149,675187,60934,40,604.416,613.215,614.253,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,RN,5,1,owner,1600,1,1509,2,2,678549,687348,688857,60934,41,617.615,626.414,627.923,28.418,256.415,484.411,228.03,456.027,684.023,LL5RN,RN_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,5,3,honey,4000,1,1062,1,1,690548,699347,700409,60934,42,629.614,638.413,639.475,28.418,256.415,484.411,228.03,456.027,684.023,LL5NP,NP_5
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,6,1,cows,2800,1,898,2,2,704947,713746,714644,60934,43,644.013,652.812,653.71,28.418,256.415,484.411,228.03,456.027,684.023,not5NN,NN_6
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NP,8,3,pilot,4000,1,1069,1,1,718146,726945,728014,60934,44,657.212,666.011,667.08,28.418,256.415,484.411,228.03,456.027,684.023,not5NP,NP_8
2,bas,ste,2,DMCC8033964,bas_ste_run2_DMCC8033964,NN,5,2,train,2800,1,879,2,2,732545,741344,742223,60934,45,671.611,680.41,681.289,28.418,256.415,484.411,228.03,456.027,684.023,LL5NN,NN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,2,2,vision,1600,1,826,2,2,122008,130807,131633,91188,1,30.82,39.619,40.445,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,park,2800,1,1001,1,1,134007,142806,143807,91188,2,42.819,51.618,52.619,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,4,1,idea,1600,1,750,2,2,147206,156006,156756,91188,3,56.018,64.818,65.568,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_4
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,boiler,1600,1,709,1,1,159205,168005,168714,91188,4,68.017,76.817,77.526,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,3,2,ranch,1600,1,658,1,1,171205,180004,180662,91188,5,80.017,88.816,89.474,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,5,2,deed,2800,1,666,2,2,183204,192003,192669,91188,6,92.016,100.815,101.481,28.42,256.419,484.418,228.021,456.02,684.019,LL5NN,NN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,2,2,access,4000,1,595,2,2,196403,205203,205798,91188,7,105.215,114.015,114.61,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,4,1,ways,4000,1,790,1,1,210802,219602,220392,91188,8,119.614,128.414,129.204,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_4
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,RN,5,1,keeper,2800,1,1342,2,2,225201,234001,235343,91188,9,134.013,142.813,144.155,28.42,256.419,484.418,228.021,456.02,684.019,LL5RN,RN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,5,2,item,4000,1,706,2,2,238401,247200,247906,91188,10,147.213,156.012,156.718,28.42,256.419,484.418,228.021,456.02,684.019,LL5NN,NN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,3,1,hope,4000,1,1111,2,2,252800,261599,262710,91188,11,161.612,170.411,171.522,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,parent,1600,1,1118,1,1,267199,275998,277116,91188,12,176.011,184.81,185.928,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,2,2,dryer,2800,1,531,1,1,279198,287997,288528,91188,13,188.01,196.809,197.34,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,2,2,suit,2800,1,565,1,1,292397,301210,301775,91188,14,201.209,210.022,210.587,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,3,2,nail,4000,1,757,1,1,305610,314409,315166,91188,15,214.422,223.221,223.978,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,menu,2800,1,975,1,1,350007,358806,359781,91188,16,258.819,267.618,268.593,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,5,2,rage,2800,1,723,2,2,363206,372006,372729,91188,17,272.018,280.818,281.541,28.42,256.419,484.418,228.021,456.02,684.019,LL5NN,NN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,2,2,laser,4000,1,753,2,2,376405,385205,385958,91188,18,285.217,294.017,294.77,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,2,3,wool,4000,1,723,1,1,390804,399604,400327,91188,19,299.616,308.416,309.139,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_2
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,color,2800,1,990,1,1,405204,414003,414993,91188,20,314.016,322.815,323.805,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,3,2,saint,1600,1,808,1,1,418403,427202,428010,91188,21,327.215,336.014,336.822,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,4,1,critic,4000,1,702,2,2,430402,439201,439903,91188,22,339.214,348.013,348.715,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_4
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,5,2,roses,4000,1,709,2,2,444801,453601,454310,91188,23,353.613,362.413,363.122,28.42,256.419,484.418,228.021,456.02,684.019,LL5NN,NN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NN,3,1,rumor,2800,1,707,2,2,459200,468000,468707,91188,24,368.012,376.812,377.519,28.42,256.419,484.418,228.021,456.02,684.019,not5NN,NN_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,3,2,heel,1600,1,809,1,1,472399,481199,482008,91188,25,381.211,390.011,390.82,28.42,256.419,484.418,228.021,456.02,684.019,not5NP,NP_3
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,RN,5,1,shell,4000,1,1651,2,2,484399,493198,494849,91188,26,393.211,402.01,403.661,28.42,256.419,484.418,228.021,456.02,684.019,LL5RN,RN_5
2,pro,ste,1,DMCC8033964,pro_ste_run1_DMCC8033964,NP,5,3,review,1600,1,1013,1,1,498798,507597,508610,91188,27,407.61,416.409,417.422,28.42,256.419,484.418,228.021,456.02,684.019,LL5NP,NP_5
