wave,session,task,run,subj,name,trialtype,iti,cue,probe,target.color,location,cue.cresp,cresp,cue.rt,cue.acc,cue.resp,rt,acc,resp,trialacc,time.cue.onset.abs,time.target.onset.abs,time.target.rt.abs,time.cue.rt.abs,time.scan.start,trial.num,time.cue.onset,time.cue.rt,time.target.onset,time.target.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,792,1,1,536,1,2,1,520922,525722,526258,521714,107511,43,413.411,414.203,418.211,418.747,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,627,1,1,488,1,2,1,530521,535321,535809,531148,107511,44,423.01,423.637,427.81,428.298,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AY,2800,A,H,white,center,1,1,715,1,1,766,0,2,0,540121,544920,545686,540836,107511,45,432.61,433.325,437.409,438.175,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,Ang,1600,A,3,white,center,1,,510,1,1,0,1,,1,548520,553320,0,549030,107511,46,441.009,441.519,445.809,-107.511,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AY,2800,A,N,white,center,1,1,593,1,1,580,1,1,1,555719,560519,561099,556312,107511,47,448.208,448.801,453.008,453.588,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,1600,A,X,white,center,1,2,521,1,1,516,1,2,1,564119,568919,569435,564640,107511,48,456.608,457.129,461.408,461.924,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,409,1,1,527,1,2,1,601316,606116,606643,601725,107511,49,493.805,494.214,498.605,499.132,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AY,2800,A,D,white,center,1,1,509,1,1,607,1,1,1,610929,615728,616335,611438,107511,50,503.418,503.927,508.217,508.824,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,2800,T,M,white,center,1,1,719,1,1,515,1,1,1,619328,624128,624643,620047,107511,51,511.817,512.536,516.617,517.132,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,1600,F,C,white,center,1,1,736,1,1,707,1,1,1,627728,632527,633234,628464,107511,52,520.217,520.953,525.016,525.723,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,641,1,1,436,1,2,1,634927,639727,640163,635568,107511,53,527.416,528.057,532.216,532.652,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,Ang,1600,A,1,white,center,1,,525,1,1,0,1,,1,644526,649326,0,645051,107511,54,537.015,537.54,541.815,-107.511,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,547,1,1,465,1,2,1,651726,656525,656990,652273,107511,55,544.215,544.762,549.014,549.479,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,2800,D,N,white,center,1,1,730,1,1,590,1,1,1,661325,666125,666715,662055,107511,56,553.814,554.544,558.614,559.204,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,1600,C,D,white,center,1,1,727,1,1,582,1,1,1,669724,674524,675106,670451,107511,57,562.213,562.94,567.013,567.595,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AY,2800,A,T,white,center,1,1,899,1,1,678,1,1,1,676924,681724,682402,677823,107511,58,569.413,570.312,574.213,574.891,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,650,1,1,513,1,2,1,685323,690123,690636,685973,107511,59,577.812,578.462,582.612,583.125,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,1600,M,F,white,center,1,1,696,1,1,699,1,1,1,694923,699722,700421,695619,107511,60,587.412,588.108,592.211,592.91,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BX,1600,P,X,white,center,1,1,780,1,1,777,1,1,1,702122,706922,707699,702902,107511,61,594.611,595.391,599.411,600.188,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,1600,F,C,white,center,1,1,710,1,1,609,1,1,1,709322,714121,714730,710032,107511,62,601.811,602.521,606.61,607.219,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,2800,A,X,white,center,1,2,691,1,1,456,1,2,1,716521,721321,721777,717212,107511,63,609.01,609.701,613.81,614.266,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,808,1,1,547,1,2,1,724920,729720,730267,725728,107511,64,617.409,618.217,622.209,622.756,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,2800,M,P,white,center,1,1,653,1,1,579,1,1,1,734520,739319,739898,735173,107511,65,627.009,627.662,631.808,632.387,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,4000,A,X,white,center,1,2,661,1,1,551,1,2,1,742919,747719,748270,743580,107511,66,635.408,636.069,640.208,640.759,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,AX,1600,A,X,white,center,1,2,745,1,1,555,1,2,1,752518,757318,757873,753263,107511,67,645.007,645.752,649.807,650.362,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BY,4000,T,N,white,center,1,1,735,1,1,645,1,1,1,759718,764518,765163,760453,107511,68,652.207,652.942,657.007,657.652,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,BX,1600,C,X,white,center,1,1,630,1,1,629,1,1,1,769317,774117,774746,769947,107511,69,661.806,662.436,666.606,667.235,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,Ang,2800,A,3,white,center,1,,651,1,1,0,1,,1,776517,781316,0,777168,107511,70,669.006,669.657,673.805,-107.511,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,Bng,4000,M,9,white,center,1,,675,1,1,0,1,,1,784916,789716,0,785591,107511,71,677.405,678.08,682.205,-107.511,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,1,DMCC8033964,bas_axc_run1_DMCC8033964,Bng,2800,U,7,white,center,1,,672,1,1,0,1,,1,794529,799328,0,795201,107511,72,687.018,687.69,691.817,-107.511,28.413,260.009,491.605,231.624,463.221,694.83
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,549,1,1,437,1,2,1,113390,118190,118627,113939,82776,1,30.614,31.163,35.414,35.851,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,701,1,1,491,1,2,1,120590,125389,125880,121291,82776,2,37.814,38.515,42.613,43.104,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AY,4000,A,U,white,center,1,1,495,1,1,566,1,1,1,127789,132589,133155,128284,82776,3,45.013,45.508,49.813,50.379,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,483,1,1,534,1,2,1,137388,142188,142722,137871,82776,4,54.612,55.095,59.412,59.946,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,2800,P,T,white,center,1,1,677,1,1,586,1,1,1,144588,149387,149973,145265,82776,5,61.812,62.489,66.611,67.197,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BX,4000,D,X,white,center,1,1,530,1,1,563,1,1,1,152987,157787,158350,153517,82776,6,70.211,70.741,75.011,75.574,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AY,2800,A,P,white,center,1,1,462,1,1,568,1,1,1,162586,167386,167954,163048,82776,7,79.81,80.272,84.61,85.178,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Bng,2800,C,7,white,center,1,,761,1,1,0,1,,1,170986,175785,0,171747,82776,8,88.21,88.971,93.009,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,4000,A,X,white,center,1,2,599,1,1,547,1,2,1,179385,184185,184732,179984,82776,9,96.609,97.208,101.409,101.956,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Bng,2800,D,1,white,center,1,,704,1,1,0,1,,1,188984,193784,0,189688,82776,10,106.208,106.912,111.008,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,1600,U,F,white,center,1,1,717,1,1,599,1,1,1,197384,202184,202783,198101,82776,11,114.608,115.325,119.408,120.007,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,4000,U,T,white,center,1,1,680,1,1,598,1,1,1,204583,209383,209981,205263,82776,12,121.807,122.487,126.607,127.205,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,4000,N,H,white,center,1,1,607,1,1,588,1,1,1,214183,218982,219570,214790,82776,13,131.407,132.014,136.206,136.794,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,622,1,1,644,1,2,1,223782,228582,229226,224404,82776,14,141.006,141.628,145.806,146.45,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,2800,A,X,white,center,1,2,721,1,1,461,1,2,1,230995,235794,236255,231716,82776,15,148.219,148.94,153.018,153.479,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,1600,T,P,white,center,1,1,594,1,1,489,1,1,1,239394,244194,244683,239988,82776,16,156.618,157.212,161.418,161.907,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,2800,D,U,white,center,1,1,636,1,1,476,1,1,1,246594,251393,251869,247230,82776,17,163.818,164.454,168.617,169.093,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BX,4000,N,X,white,center,1,1,551,1,1,391,1,1,1,254993,259793,260184,255544,82776,18,172.217,172.768,177.017,177.408,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,4000,H,F,white,center,1,1,485,1,1,582,1,1,1,264592,269392,269974,265077,82776,19,181.816,182.301,186.616,187.198,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,4000,A,X,white,center,1,2,641,1,1,453,1,2,1,274192,278991,279444,274833,82776,20,191.416,192.057,196.215,196.668,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,1600,F,H,white,center,1,1,840,1,1,606,1,1,1,283791,288591,289197,284631,82776,21,201.015,201.855,205.815,206.421,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,2800,A,X,white,center,1,2,540,1,1,426,1,2,1,290990,295790,296216,291530,82776,22,208.214,208.754,213.014,213.44,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Ang,2800,A,6,white,center,1,,517,0,2,0,1,,0,299390,304189,0,299907,82776,23,216.614,217.131,221.413,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Ang,1600,A,4,white,center,1,,533,1,1,0,1,,1,307789,312589,0,308322,82776,24,225.013,225.546,229.813,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,396,1,1,435,1,2,1,344986,349786,350221,345382,82776,25,262.21,262.606,267.01,267.445,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BX,4000,H,X,white,center,1,1,630,1,1,644,1,1,1,352186,356986,357630,352816,82776,26,269.41,270.04,274.21,274.854,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BY,1600,H,C,white,center,1,1,608,1,1,663,1,1,1,361785,366585,367248,362393,82776,27,279.009,279.617,283.809,284.472,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,2800,A,X,white,center,1,2,687,1,1,440,1,2,1,368985,373784,374224,369672,82776,28,286.209,286.896,291.008,291.448,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Bng,4000,N,2,white,center,1,,606,1,1,0,1,,1,377384,382184,0,377990,82776,29,294.608,295.214,299.408,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,4000,A,X,white,center,1,2,678,1,1,485,1,2,1,386983,391783,392268,387661,82776,30,304.207,304.885,309.007,309.492,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,1600,A,X,white,center,1,2,538,1,1,544,1,2,1,396583,401382,401926,397121,82776,31,313.807,314.345,318.606,319.15,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,2800,A,X,white,center,1,2,493,1,1,481,1,2,1,403782,408582,409063,404275,82776,32,321.006,321.499,325.806,326.287,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AY,4000,A,M,white,center,1,1,359,1,1,670,1,1,1,412195,416994,417664,412554,82776,33,329.419,329.778,334.218,334.888,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AY,2800,A,C,white,center,1,1,559,1,1,576,1,1,1,421794,426594,427170,422353,82776,34,339.018,339.577,343.818,344.394,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,Ang,1600,A,8,white,center,1,,512,1,1,0,1,,1,430193,434993,0,430705,82776,35,347.417,347.929,352.217,-82.776,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,BX,2800,T,X,white,center,1,1,624,1,1,768,1,1,1,437393,442193,442961,438017,82776,36,354.617,355.241,359.417,360.185,28.414,260.011,491.607,231.626,463.236,694.832
2,bas,axc,2,DMCC8033964,bas_axc_run2_DMCC8033964,AX,4000,A,X,white,center,1,2,806,1,1,604,1,2,1,445792,450592,451196,446598,82776,37,363.016,363.822,367.816,368.42,28.414,260.011,491.607,231.626,463.236,694.832
