wave,session,task,run,subj,name,trialtype,iti,cue,probe,target.color,location,cue.cresp,cresp,cue.rt,cue.acc,cue.resp,rt,acc,resp,trialacc,time.cue.onset.abs,time.target.onset.abs,time.target.rt.abs,time.cue.rt.abs,time.scan.start,trial.num,time.cue.onset,time.cue.rt,time.target.onset,time.target.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BY,4000,P,M,white,center,1,1,698,1,1,529,1,1,1,135107,139906,140435,135805,104495,1,30.612,31.31,35.411,35.94,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,Bng,2800,D,4,white,center,1,,437,1,1,0,1,,1,144706,149506,0,145143,104495,2,40.211,40.648,45.011,-104.495,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AX,1600,A,X,white,center,1,2,478,1,1,389,1,2,1,153105,157905,158294,153583,104495,3,48.61,49.088,53.41,53.799,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BX,2800,F,X,white,center,1,1,854,1,1,442,1,1,1,160305,165105,165547,161159,104495,4,55.81,56.664,60.61,61.052,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AX,4000,A,X,white,center,1,2,426,1,1,371,1,2,1,168704,173504,173875,169130,104495,5,64.209,64.635,69.009,69.38,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AX,4000,A,X,white,center,1,2,368,1,1,397,1,2,1,178304,183104,183501,178672,104495,6,73.809,74.177,78.609,79.006,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BY,1600,F,M,white,center,1,1,535,1,1,454,1,1,1,187903,192703,193157,188438,104495,7,83.408,83.943,88.208,88.662,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AX,4000,A,X,white,center,1,2,535,1,1,394,1,2,1,195103,199902,200296,195638,104495,8,90.608,91.143,95.407,95.801,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AY,2800,A,T,white,center,1,1,505,1,1,565,1,1,1,204702,209502,210067,205207,104495,9,100.207,100.712,105.007,105.572,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BY,2800,P,H,white,center,1,1,488,1,1,470,1,1,1,213102,217901,218371,213590,104495,10,108.607,109.095,113.406,113.876,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BY,1600,D,N,white,center,1,1,694,1,1,426,1,1,1,221501,226301,226727,222195,104495,11,117.006,117.7,121.806,122.232,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,AX,1600,A,X,white,center,1,2,549,1,1,332,1,2,1,228701,233500,233832,229250,104495,12,124.206,124.755,129.005,129.337,28.412,260.01,491.609,231.625,463.224,694.822
1,bas,axc,1,DMCC8760894,bas_axc_run1_DMCC8760894,BY,2800,H,U,white,center,1,1,466,1,1,450,1,1,1,235900,240700,241150,236366,104495,13,131.405,131.871,136.205,136.655,28.412,260.01,491.609,231.625,463.224,694.822
