wave,session,task,run,subj,name,stimuli,number,letter,trial.type,cue,number.resp,letter.resp,award,switch,cue.color,target.color,target.color.orig,incentive,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trialtype
1,bas,cue,1,130518,bas_cue_run1_130518,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,4400,1,1057,2,2,300667,305166,306223,102752,15,197.915,202.414,203.471,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,B2,e,c,InCon,n,1,2,,stay,red,black,black,NoInc,2000,1,932,1,1,313865,318364,319296,102752,16,211.113,215.612,216.544,28.409,274.402,520.413,246.024,492.018,738.011,InConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,B1,o,c,Con,n,2,2,,stay,red,black,black,NoInc,4400,1,783,2,2,324663,329162,329945,102752,17,221.911,226.41,227.193,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,I6,e,v,Con,n,1,1,,stay,red,black,black,NoInc,3200,1,1300,1,1,337861,342360,343660,102752,18,235.109,239.608,240.908,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2A,e,v,Con,l,1,1,,,red,black,black,NoInc,3200,1,1439,1,1,379854,384353,385792,102752,19,277.102,281.601,283.04,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,3E,o,v,InCon,l,2,1,,stay,red,black,green,Inc,4400,1,891,1,1,391852,396368,397259,102752,20,289.1,293.616,294.507,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,5H,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,673,2,2,405067,409566,410239,102752,21,302.315,306.814,307.487,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2A,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,951,1,1,417065,421564,422515,102752,22,314.313,318.812,319.763,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,E3,o,v,InCon,n,2,1,,stay,red,black,green,Inc,4400,1,1392,2,2,427863,432362,433754,102752,23,325.111,329.61,331.002,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,3200,1,1757,2,2,441061,445560,447317,102752,24,338.309,342.808,344.565,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,2000,1,1268,1,1,453059,457558,458826,102752,25,350.307,354.806,356.074,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,5H,o,c,Con,n,2,2,,switch,red,black,green,Inc,4400,1,596,2,2,463857,468356,468952,102752,26,361.105,365.604,366.2,28.409,274.402,520.413,246.024,492.018,738.011,ConInc
1,bas,cue,1,130518,bas_cue_run1_130518,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,2000,1,951,2,2,477055,481554,482505,102752,27,374.303,378.802,379.753,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,A2,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,1219,1,1,487853,492353,493572,102752,28,385.101,389.601,390.82,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,A1,o,v,InCon,n,2,1,,stay,red,black,black,NoInc,4400,1,1627,2,2,498652,503168,504795,102752,29,395.9,400.416,402.043,28.409,274.402,520.413,246.024,492.018,738.011,InConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,D4,e,c,InCon,l,1,2,,switch,red,black,green,Inc,2000,1,1603,2,2,511866,516365,517968,102752,30,409.114,413.613,415.216,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,E3,o,v,InCon,n,2,1,,switch,red,black,green,Inc,3200,1,1496,2,2,522664,527164,528660,102752,31,419.912,424.412,425.908,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,3E,o,v,InCon,n,2,1,,stay,red,black,green,Inc,4400,1,1548,2,2,534662,539162,540710,102752,32,431.91,436.41,437.958,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,6I,e,v,Con,n,1,1,,stay,red,black,black,NoInc,4400,1,1449,1,1,547860,552360,553809,102752,33,445.108,449.608,451.057,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1548,2,2,561058,565558,567106,102752,34,458.306,462.806,464.354,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,I6,e,v,Con,l,1,1,,stay,red,black,black,NoInc,3200,1,1932,1,1,573056,577556,579488,102752,35,470.304,474.804,476.736,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2B,e,c,InCon,l,1,2,,stay,red,black,black,NoInc,2000,1,1572,2,2,585054,589554,591126,102752,36,482.302,486.802,488.374,28.409,274.402,520.413,246.024,492.018,738.011,InConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,B1,o,c,Con,n,2,2,,,red,black,black,NoInc,2000,1,1480,2,2,625865,630364,631844,102752,37,523.113,527.612,529.092,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,H5,o,c,Con,n,2,2,,stay,red,black,black,NoInc,3200,1,968,2,2,636663,641162,642130,102752,38,533.911,538.41,539.378,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,4400,1,1602,2,2,648661,653160,654762,102752,39,545.909,550.408,552.01,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2A,e,v,Con,l,1,1,,stay,red,black,black,NoInc,4400,1,1059,1,1,661859,666358,667417,102752,40,559.107,563.606,564.665,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,3E,o,v,InCon,n,2,1,,switch,red,black,green,Inc,3200,0,1464,1,2,675057,679556,681020,102752,41,572.305,576.804,578.268,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,4D,e,c,InCon,l,1,2,,switch,red,black,green,Inc,2000,1,1265,2,2,687055,691554,692819,102752,42,584.303,588.802,590.067,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,1A,o,v,InCon,n,2,1,,switch,red,black,black,NoInc,4400,1,1174,2,2,697853,702352,703526,102752,43,595.101,599.6,600.774,28.409,274.402,520.413,246.024,492.018,738.011,InConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,H5,o,c,Con,l,2,2,,switch,red,black,green,Inc,3200,1,985,2,2,711068,715567,716552,102752,44,608.316,612.815,613.8,28.409,274.402,520.413,246.024,492.018,738.011,ConInc
1,bas,cue,1,130518,bas_cue_run1_130518,A2,e,v,Con,l,1,1,,stay,red,black,black,NoInc,2000,1,1821,1,1,723066,727565,729386,102752,45,620.314,624.813,626.634,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,E3,o,v,InCon,l,2,1,,stay,red,black,green,Inc,2000,1,1385,1,1,733864,738363,739748,102752,46,631.112,635.611,636.996,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,A2,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,1280,1,1,744662,749161,750441,102752,47,641.91,646.409,647.689,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,4400,1,849,2,2,755461,759960,760809,102752,48,652.709,657.208,658.057,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1515,2,2,768658,773158,774673,102752,49,665.906,670.406,671.921,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,2A,e,v,Con,n,1,1,,switch,red,black,black,NoInc,3200,1,1955,1,1,780656,785156,787111,102752,50,677.904,682.404,684.359,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,4D,e,c,InCon,n,1,2,,stay,red,black,green,Inc,4400,1,1441,1,1,792654,797154,798595,102752,51,689.902,694.402,695.843,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,3E,o,v,InCon,l,2,1,,switch,red,black,green,Inc,4400,1,2593,1,1,805852,810368,812961,102752,52,703.1,707.616,710.209,28.409,274.402,520.413,246.024,492.018,738.011,InConInc
1,bas,cue,1,130518,bas_cue_run1_130518,6I,e,v,Con,l,1,1,,stay,red,black,black,NoInc,2000,1,1014,1,1,819067,823566,824580,102752,53,716.315,720.814,721.828,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,1,130518,bas_cue_run1_130518,6I,e,v,Con,n,1,1,,switch,red,black,black,NoInc,3200,1,947,1,1,829865,834364,835311,102752,54,727.113,731.612,732.559,28.409,274.402,520.413,246.024,492.018,738.011,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,1B,o,c,Con,n,2,2,,,red,black,black,NoInc,3200,1,1058,2,2,79477,83977,85035,48360,1,31.117,35.617,36.675,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,n,1,1,,stay,red,black,black,NoInc,2000,1,1253,1,1,91475,95975,97228,48360,2,43.115,47.615,48.868,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,977,1,1,102274,106773,107750,48360,3,53.914,58.413,59.39,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,H5,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,1047,2,2,114272,118771,119818,48360,4,65.912,70.411,71.458,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,1B,o,c,Con,l,2,2,,stay,red,black,black,NoInc,4400,1,810,2,2,126270,130769,131579,48360,5,77.91,82.409,83.219,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,6I,e,v,Con,l,1,1,,stay,red,black,green,Inc,4400,1,1101,1,1,139468,143967,145068,48360,6,91.108,95.607,96.708,28.418,274.412,520.406,246.016,492.027,738.021,ConInc
1,bas,cue,2,130518,bas_cue_run2_130518,3E,o,v,InCon,n,2,1,,switch,red,black,green,Inc,2000,1,1100,2,2,152666,157165,158265,48360,7,104.306,108.805,109.905,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,E3,o,v,InCon,l,2,1,,switch,red,black,green,Inc,4400,1,1977,1,1,163464,167980,169957,48360,8,115.104,119.62,121.597,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,4D,e,c,InCon,l,1,2,,stay,red,black,green,Inc,2000,1,2292,2,2,176678,181178,183470,48360,9,128.318,132.818,135.11,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,n,2,2,,switch,red,black,black,NoInc,2000,1,797,2,2,187477,191976,192773,48360,10,139.117,143.616,144.413,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,B2,e,c,InCon,l,1,2,,switch,red,black,black,NoInc,3200,0,1394,1,2,198275,202774,204168,48360,11,149.915,154.414,155.808,28.418,274.412,520.406,246.016,492.027,738.021,InConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2A,e,v,Con,n,1,1,,switch,red,black,black,NoInc,4400,1,1786,1,1,210273,214772,216558,48360,12,161.913,166.412,168.198,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2A,e,v,Con,l,1,1,,switch,red,black,black,NoInc,2000,1,1545,1,1,223471,227970,229515,48360,13,175.111,179.61,181.155,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,D4,e,c,InCon,n,1,2,,switch,red,black,green,Inc,4400,1,1174,1,1,234269,238768,239942,48360,14,185.909,190.408,191.582,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,5H,o,c,Con,n,2,2,,stay,red,black,black,NoInc,4400,1,863,2,2,247467,251966,252829,48360,15,199.107,203.606,204.469,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1485,2,2,260665,265164,266649,48360,16,212.305,216.804,218.289,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,6I,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,1468,1,1,272680,277179,278647,48360,17,224.32,228.819,230.287,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,E3,o,v,InCon,n,2,1,,stay,red,black,green,Inc,3200,1,1232,2,2,283478,287977,289209,48360,18,235.118,239.617,240.849,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,n,1,1,,,red,black,black,NoInc,4400,1,2059,1,1,325471,329970,332029,48360,19,277.111,281.61,283.669,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,H5,o,c,Con,l,2,2,,switch,red,black,black,NoInc,4400,1,958,2,2,338669,343168,344126,48360,20,290.309,294.808,295.766,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,D4,e,c,InCon,l,1,2,,stay,red,black,green,Inc,2000,1,2042,2,2,351867,356366,358408,48360,21,303.507,308.006,310.048,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,D4,e,c,InCon,n,1,2,,switch,red,black,green,Inc,2000,0,1301,2,1,362665,367165,368466,48360,22,314.305,318.805,320.106,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1017,2,2,373480,377979,378996,48360,23,325.12,329.619,330.636,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,l,2,2,,stay,red,black,black,NoInc,3200,1,2149,2,2,385478,389978,392127,48360,24,337.118,341.618,343.767,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,I6,e,v,Con,n,1,1,,switch,red,black,black,NoInc,2000,1,2371,1,1,397476,401976,404347,48360,25,349.116,353.616,355.987,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,4D,e,c,InCon,n,1,2,,stay,red,black,green,Inc,3200,1,933,1,1,408275,412774,413707,48360,26,359.915,364.414,365.347,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,l,1,1,,switch,red,black,black,NoInc,4400,1,1206,1,1,420273,424772,425978,48360,27,371.913,376.412,377.618,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2A,e,v,Con,l,1,1,,stay,red,black,black,NoInc,2000,1,1324,1,1,433471,437970,439294,48360,28,385.111,389.61,390.934,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,3E,o,v,InCon,l,2,1,,stay,red,black,green,Inc,4400,1,985,1,1,444269,448768,449753,48360,29,395.909,400.408,401.393,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,5H,o,c,Con,l,2,2,,stay,red,black,green,Inc,4400,1,968,2,2,457467,461966,462934,48360,30,409.107,413.606,414.574,28.418,274.412,520.406,246.016,492.027,738.021,ConInc
1,bas,cue,2,130518,bas_cue_run2_130518,1A,o,v,InCon,n,2,1,,switch,red,black,black,NoInc,2000,1,1795,2,2,470665,475164,476959,48360,31,422.305,426.804,428.599,28.418,274.412,520.406,246.016,492.027,738.021,InConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2A,e,v,Con,n,1,1,,stay,red,black,black,NoInc,2000,1,1371,1,1,481480,485979,487350,48360,32,433.12,437.619,438.99,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,I6,e,v,Con,l,1,1,,switch,red,black,black,NoInc,3200,1,938,1,1,492278,496777,497715,48360,33,443.918,448.417,449.355,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,I6,e,v,Con,n,1,1,,switch,red,black,green,Inc,4400,1,1488,1,1,504276,508775,510263,48360,34,455.916,460.415,461.903,28.418,274.412,520.406,246.016,492.027,738.021,ConInc
1,bas,cue,2,130518,bas_cue_run2_130518,2B,e,c,InCon,n,1,2,,stay,red,black,black,NoInc,3200,1,1051,1,1,517474,521973,523024,48360,35,469.114,473.613,474.664,28.418,274.412,520.406,246.016,492.027,738.021,InConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,n,2,2,,stay,red,black,black,NoInc,3200,1,1256,2,2,529472,533971,535227,48360,36,481.112,485.611,486.867,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,D4,e,c,InCon,l,1,2,,,red,black,green,Inc,4400,1,1345,2,2,571465,575964,577309,48360,37,523.105,527.604,528.949,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,n,2,2,,switch,red,black,black,NoInc,4400,1,1054,2,2,584680,589179,590233,48360,38,536.32,540.819,541.873,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,H5,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1357,2,2,597878,602377,603734,48360,39,549.518,554.017,555.374,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,l,1,1,,stay,red,black,black,NoInc,3200,1,1322,1,1,609876,614375,615697,48360,40,561.516,566.015,567.337,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,A1,o,v,InCon,l,2,1,,stay,red,black,black,NoInc,2000,1,985,1,1,621874,626373,627358,48360,41,573.514,578.013,578.998,28.418,274.412,520.406,246.016,492.027,738.021,InConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2B,e,c,InCon,l,1,2,,stay,red,black,black,NoInc,4400,0,800,1,2,632672,637171,637971,48360,42,584.312,588.811,589.611,28.418,274.412,520.406,246.016,492.027,738.021,InConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,5H,o,c,Con,n,2,2,,switch,red,black,black,NoInc,3200,1,753,2,2,645870,650369,651122,48360,43,597.51,602.009,602.762,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,6I,e,v,Con,n,1,1,,stay,red,black,black,NoInc,2000,1,1135,1,1,657868,662367,663502,48360,44,609.508,614.007,615.142,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,1B,o,c,Con,l,2,2,,switch,red,black,black,NoInc,2000,1,1480,2,2,668666,673165,674645,48360,45,620.306,624.805,626.285,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,4D,e,c,InCon,l,1,2,,stay,red,black,green,Inc,4400,1,1330,2,2,679464,683980,685310,48360,46,631.104,635.62,636.95,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,4D,e,c,InCon,n,1,2,,switch,red,black,green,Inc,2000,0,953,2,1,692679,697178,698131,48360,47,644.319,648.818,649.771,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,A2,e,v,Con,n,1,1,,stay,red,black,black,NoInc,3200,1,1396,1,1,703477,707977,709373,48360,48,655.117,659.617,661.013,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,1B,o,c,Con,n,2,2,,stay,red,black,black,NoInc,2000,1,1279,2,2,715475,719975,721254,48360,49,667.115,671.615,672.894,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,2A,e,v,Con,n,1,1,,stay,red,black,black,NoInc,4400,1,976,1,1,726274,730773,731749,48360,50,677.914,682.413,683.389,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,H5,o,c,Con,n,2,2,,stay,red,black,green,Inc,3200,1,1549,2,2,739471,743971,745520,48360,51,691.111,695.611,697.16,28.418,274.412,520.406,246.016,492.027,738.021,ConInc
1,bas,cue,2,130518,bas_cue_run2_130518,3E,o,v,InCon,n,2,1,,stay,red,black,green,Inc,2000,1,1782,2,2,751470,755969,757751,48360,52,703.11,707.609,709.391,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,bas,cue,2,130518,bas_cue_run2_130518,B1,o,c,Con,l,2,2,,switch,red,black,black,NoInc,3200,1,1927,2,2,762268,766767,768694,48360,53,713.908,718.407,720.334,28.418,274.412,520.406,246.016,492.027,738.021,ConNoInc
1,bas,cue,2,130518,bas_cue_run2_130518,E3,o,v,InCon,l,2,1,,stay,red,black,green,Inc,4400,1,792,1,1,774266,778765,779557,48360,54,725.906,730.405,731.197,28.418,274.412,520.406,246.016,492.027,738.021,InConInc
1,pro,cue,1,130518,pro_cue_run1_130518,A2,e,v,Con,n,1,1,,,red,black,black,NoInc,3200,1,745,1,1,188913,193413,194158,157800,1,31.113,35.613,36.358,28.414,274.408,520.419,246.013,492.024,738.018,ConNoInc
