wave,session,task,run,subj,name,word,trial.type,pc,color,iti,time.target.onset.abs,time.scan.start,trial.num,listener1,listener2,cresp,response.final,acc.final,rt,item,time.target.onset,time.rt.abs,time.rt,acc,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trialtype,resp
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,purple,1200,159164,67248,14,purple,purple,purple,purple,1,872,purpleBLUE,91.916,160036,963.916,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,InCon,PC50,green,2400,162764,67248,15,green,green,green,green,1,963,greenBLACK,95.516,163727,1058.516,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,3600,167564,67248,16,yellow,yellow,yellow,yellow,1,723.5,yellowYELLOW,100.316,168287.5,823.816,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,2400,173563,67248,17,red,red,red,red,1,735.5,redRED,106.315,174298.5,841.815,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,3600,178363,67248,18,purple,purple,purple,purple,1,678,purplePURPLE,111.115,179041,789.115,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,1200,184363,67248,19,red,red,red,red,1,737.5,redRED,117.115,185100.5,854.615,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,2400,187962,67248,20,blue,blue,blue,blue,1,742,blueBLUE,120.714,188704,862.714,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,Con,PC50,black,3600,192762,67248,21,black,black,black,black,1,708.5,blackBLACK,125.514,193470.5,834.014,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,1200,198762,67248,22,yellow,yellow,yellow,yellow,1,782.5,yellowYELLOW,131.514,199544.5,914.014,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,3600,202362,67248,23,green,green,green,green,1,777.5,greenGREEN,135.114,203139.5,912.614,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,2400,208361,67248,24,white,white,white,white,1,702,whiteWHITE,141.113,209063,843.113,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,2400,213161,67248,25,purple,purple,purple,purple,1,654,purplePURPLE,145.913,213815,799.913,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,red,1200,217961,67248,26,red,red,red,red,1,663,redBLUE,150.713,218624,813.713,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,InCon,PC50,pink,3600,221560,67248,27,pink,pink,pink,pink,1,795.5,pinkYELLOW,154.312,222355.5,949.812,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,InCon,PC50,yellow,1200,227560,67248,28,yellow,yellow,yellow,yellow,1,763.5,yellowGREEN,160.312,228323.5,923.812,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,InCon,bias,blue,1200,231160,67248,29,blue,blue,blue,blue,1,709,blueWHITE,163.912,231869,872.912,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,2400,234759,67248,30,blue,blue,blue,blue,1,643,blueBLUE,167.511,235402,810.511,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,InCon,bias,white,3600,239559,67248,31,white,white,white,white,1,690.5,whiteRED,172.311,240249.5,862.811,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,2400,245559,67248,32,red,red,red,red,1,624.5,redRED,178.311,246183.5,802.811,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,InCon,bias,white,3600,250358,67248,33,white,white,white,white,1,713,whitePURPLE,183.11,251071,896.11,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,256358,67248,34,blue,blue,blue,blue,1,683,blueBLUE,189.11,257041,872.11,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,2400,259958,67248,35,green,green,green,green,1,727.5,greenGREEN,192.71,260685.5,920.21,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,3600,264758,67248,36,white,white,white,white,1,671.5,whiteWHITE,197.51,265429.5,869.01,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,3600,300755,67248,37,purple,purple,purple,purple,1,698,purplePURPLE,233.507,301453,931.507,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,2400,306755,67248,38,green,green,green,green,1,708,greenGREEN,239.507,307463,947.507,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,1200,311555,67248,39,white,white,white,white,1,603.5,whiteWHITE,244.307,312158.5,847.807,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,3600,315154,67248,40,red,red,red,red,1,601,redRED,247.906,315755,848.906,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,red,2400,321154,67248,41,red,red,red,red,1,714.5,redBLUE,253.906,321868.5,968.406,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,InCon,PC50,black,3600,325954,67248,42,black,black,black,black,1,669.5,blackYELLOW,258.706,326623.5,928.206,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,2400,331953,67248,43,red,red,red,red,1,613.5,redRED,264.705,332566.5,878.205,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PINK,InCon,PC50,black,3600,336753,67248,44,black,black,black,black,1,587.5,blackPINK,269.505,337340.5,857.005,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,342766,67248,45,blue,blue,blue,blue,1,666.5,blueBLUE,275.518,343432.5,942.018,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,InCon,PC50,pink,1200,346366,67248,46,pink,pink,pink,pink,1,723.5,pinkYELLOW,279.118,347089.5,1002.618,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,2400,349965,67248,47,purple,purple,purple,purple,1,747,purplePURPLE,282.717,350712,1029.717,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,InCon,PC50,pink,1200,354765,67248,48,pink,pink,pink,pink,1,741,pinkGREEN,287.517,355506,1028.517,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,InCon,bias,white,3600,358365,67248,49,white,white,white,white,1,701,whiteRED,291.117,359066,992.117,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,2400,364364,67248,50,yellow,yellow,yellow,yellow,1,610,yellowYELLOW,297.116,364974,907.116,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,2400,369164,67248,51,green,green,green,green,1,731.5,greenGREEN,301.916,369895.5,1033.416,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,373964,67248,52,blue,blue,blue,blue,1,657,blueBLUE,306.716,374621,963.716,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,InCon,bias,blue,3600,377564,67248,53,blue,blue,blue,blue,1,697.5,blueWHITE,310.316,378261.5,1007.816,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,383563,67248,54,blue,blue,blue,blue,1,694.5,blueBLUE,316.315,384257.5,1010.815,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,1200,387163,67248,55,white,white,white,white,1,694.5,whiteWHITE,319.915,387857.5,1014.415,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,2400,390763,67248,56,purple,purple,purple,purple,1,651,purplePURPLE,323.515,391414,974.515,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,InCon,bias,red,3600,395562,67248,57,"purple-spoke """"""""pur-red""""""""",purple,red,purple,0,639,redPURPLE,328.314,396201,967.314,0,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,3600,401562,67248,58,purple,purple,purple,purple,1,710,purplePURPLE,334.314,402272,1044.314,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,407562,67248,59,blue,blue,blue,blue,1,730,blueBLUE,340.314,408292,1070.314,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,purple,2400,411161,67248,60,purple,purple,purple,purple,1,870.5,purpleBLUE,343.913,412031.5,1214.413,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,InCon,bias,white,3600,415961,67248,61,white,white,white,white,1,926,whitePURPLE,348.713,416887,1274.713,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,InCon,PC50,yellow,2400,421961,67248,62,yellow,yellow,yellow,yellow,1,779,yellowGREEN,354.713,422740,1133.713,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,2400,426760,67248,63,white,white,white,white,1,672,whiteWHITE,359.512,427432,1031.512,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,InCon,PC50,green,3600,431560,67248,64,green,green,green,green,1,789.5,greenBLACK,364.312,432349.5,1153.812,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,2400,437560,67248,65,purple,purple,purple,purple,1,664.5,purplePURPLE,370.312,438224.5,1034.812,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,1200,442359,67248,66,white,white,white,white,1,682.5,whiteWHITE,375.111,443041.5,1057.611,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,Con,PC50,black,2400,445959,67248,67,black,black,black,black,1,667,blackBLACK,378.711,446626,1045.711,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,3600,450759,67248,68,red,red,red,red,1,757,redRED,383.511,451516,1140.511,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,456759,67248,69,blue,blue,blue,blue,1,708.5,blueBLUE,389.511,457467.5,1098.011,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,3600,460358,67248,70,yellow,yellow,yellow,yellow,1,649,yellowYELLOW,393.11,461007,1042.11,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PINK,Con,PC50,pink,1200,466358,67248,71,pink,pink,pink,pink,1,853.5,pinkPINK,399.11,467211.5,1252.61,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,1200,469958,67248,72,red,red,red,red,1,791.5,redRED,402.71,470749.5,1194.21,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,1200,503555,67248,73,red,red,red,red,1,678.5,redRED,436.307,504233.5,1114.807,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,purple,2400,507155,67248,74,purple,purple,purple,purple,1,756.5,purpleBLUE,439.907,507911.5,1196.407,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,1200,511955,67248,75,white,white,white,white,1,588.5,whiteWHITE,444.707,512543.5,1033.207,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,2400,515555,67248,76,blue,blue,blue,blue,1,593,blueBLUE,448.307,516148,1041.307,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,3600,520354,67248,77,purple,purple,purple,purple,1,531,purplePURPLE,453.106,520885,984.106,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,InCon,PC50,pink,3600,526354,67248,78,pink,pink,pink,pink,1,706,pinkGREEN,459.106,527060,1165.106,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,2400,532354,67248,79,white,white,white,white,1,695.5,whiteWHITE,465.106,533049.5,1160.606,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,InCon,PC50,pink,1200,537153,67248,80,pink,pink,pink,pink,1,761.5,pinkYELLOW,469.905,537914.5,1231.405,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,InCon,PC50,black,3600,540753,67248,81,black,black,black,black,1,695.5,blackYELLOW,473.505,541448.5,1169.005,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,InCon,bias,white,1200,546753,67248,82,white,white,white,white,1,670,whitePURPLE,479.505,547423,1149.505,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,2400,550366,67248,83,red,red,red,red,1,687.5,redRED,483.118,551053.5,1170.618,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,3600,555166,67248,84,white,white,white,white,1,693,whiteWHITE,487.918,555859,1180.918,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PINK,Con,PC50,pink,3600,561165,67248,85,pink,pink,pink,pink,1,676.5,pinkPINK,493.917,561841.5,1170.417,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,pink
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PINK,InCon,PC50,black,3600,567165,67248,86,black,black,black,black,1,671,blackPINK,499.917,567836,1170.917,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,InCon,bias,red,1200,573164,67248,87,red,red,red,red,1,757,redBLUE,505.916,573921,1262.916,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,InCon,bias,white,3600,576764,67248,88,white,white,white,white,1,759.5,whiteRED,509.516,577523.5,1269.016,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,2400,582764,67248,89,green,green,green,green,1,731.5,greenGREEN,515.516,583495.5,1247.016,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,InCon,PC50,green,1200,587563,67248,90,green,green,green,green,1,701.5,greenBLACK,520.315,588264.5,1221.815,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,3600,591163,67248,91,yellow,yellow,yellow,yellow,1,653,yellowYELLOW,523.915,591816,1176.915,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,1200,597163,67248,92,red,red,red,red,1,710.5,redRED,529.915,597873.5,1240.415,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,2400,600763,67248,93,blue,blue,blue,blue,1,807,blueBLUE,533.515,601570,1340.515,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,YELLOW,Con,PC50,yellow,1200,605562,67248,94,yellow,yellow,yellow,yellow,1,872.5,yellowYELLOW,538.314,606434.5,1410.814,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,WHITE,Con,bias,white,2400,609162,67248,95,white,white,white,white,1,798.5,whiteWHITE,541.914,609960.5,1340.414,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,white
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,2400,613962,67248,96,purple,purple,purple,purple,1,732.5,purplePURPLE,546.714,614694.5,1279.214,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLACK,Con,PC50,black,3600,618761,67248,97,black,black,black,black,1,942.5,blackBLACK,551.513,619703.5,1494.013,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,black
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,InCon,bias,red,3600,624761,67248,98,red,red,red,red,1,935,redPURPLE,557.513,625696,1492.513,1,28.414,231.214,434.014,202.829,405.629,608.43,biasInCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,Con,PC50,green,2400,630761,67248,99,green,green,green,green,1,775.5,greenGREEN,563.513,631536.5,1339.013,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50Con,green
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,GREEN,InCon,PC50,yellow,2400,635560,67248,100,yellow,yellow,yellow,yellow,1,774,yellowGREEN,568.312,636334,1342.312,1,28.414,231.214,434.014,202.829,405.629,608.43,PC50InCon,yellow
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,RED,Con,bias,red,3600,640360,67248,101,red,red,red,red,1,689,redRED,573.112,641049,1262.112,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,red
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,2400,646360,67248,102,blue,blue,blue,blue,1,727.5,blueBLUE,579.112,647087.5,1306.612,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,PURPLE,Con,bias,purple,1200,651159,67248,103,purple,purple,purple,purple,1,834.5,purplePURPLE,583.911,651993.5,1418.411,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,purple
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,654759,67248,104,blue,blue,blue,blue,1,856.5,blueBLUE,587.511,655615.5,1444.011,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
1,bas,stp,1,DMCC8760894,bas_stp_run1_DMCC8760894,BLUE,Con,bias,blue,1200,658359,67248,105,blue,blue,blue,blue,1,754,blueBLUE,591.111,659113,1345.111,1,28.414,231.214,434.014,202.829,405.629,608.43,biasCon,blue
